NORAD_CAT_ID_1,OBJECT_NAME_1,NORAD_CAT_ID_2,OBJECT_NAME_2,CONJUCTION_COUNT
47471,"FLOCK 4S-12 [+]",49323,"OBJECT J [?]",1
50837,"STARLINK-3318 [+]",35161,"FENGYUN 1C DEB [-]",1
54682,"OBJECT A [+]",34469,"COSMOS 2251 DEB [-]",1
55097,"SPACEBEE-160 [+]",27538,"PSLV DEB [-]",1
55281,"STARLINK-5298 [+]",2177,"THOR ALTAIR DEB [-]",1
57194,"SITRO-AIS 7 (FARTUSHNIY) [+]",26086,"DUMSAT [?]",1
29709,"LAPAN-TUBSAT [+]",24197,"PEGASUS DEB [-]",1
41849,"RAVAN [+]",34886,"COSMOS 2251 DEB [-]",1
43481,"IRIDIUM 110 [+]",23279,"SL-8 R/B [-]",1
45374,"STARLINK-1300 [+]",35417,"CZ-2C DEB [-]",1
46500,"LEMUR-2-SLICERS [+]",56936,"FOSSASA-2E14 [+]",1
47504,"ION SCV-002 [+]",56861,"OBJECT R [+]",1
47523,"FLOCK 4S-10 [+]",51042,"FLOCK 4X-34 [+]",1
56018,"STARLINK-5945 [+]",6396,"SL-8 DEB [-]",1
56862,"OBJECT S [+]",24163,"PEGASUS DEB [-]",1
57415,"STARLINK-30208 [+]",29042,"CZ-4B DEB [-]",1
58148,"COSMOS 2570 [+]",54567,"CZ-6A DEB [-]",1
27843,"MOST [+]",8293,"METEOR 1-22 [?]",1
32382,"RADARSAT-2 [+]",39857,"SL-16 DEB [-]",1
36036,"SMOS [+]",35052,"IRIDIUM 33 DEB [-]",1
38046,"ZIYUAN 3-1 (ZY 3-1) [+]",81696,"UNKNOWN [-]",1
42961,"IRIDIUM 132 [+]",39857,"SL-16 DEB [-]",1
43773,"RANGE-B [+]",55317,"STARLINK-5265 [+]",1
43774,"HIBER-2 [+]",47896,"STARLINK-2356 [+]",1
43774,"HIBER-2 [+]",56532,"STARLINK-6319 [+]",1
43886,"LEMUR-2-ZO [+]",48021,"STARLINK-2301 [+]",1
46459,"JILIN-1 GAOFEN 3G [+]",57683,"STARLINK-30295 [+]",1
47670,"STARLINK-2062 [+]",57197,"A-SEANSAT-PG1 [+]",1
47800,"STARLINK-2381 [+]",24893,"SL-3 DEB [-]",1
48361,"STARLINK-2591 [+]",4649,"THORAD AGENA D DEB [-]",1
49291,"ONEWEB-0365 [+]",45520,"METEOR 3-1 DEB [-]",1
51472,"STARLINK-3415 [+]",31608,"FENGYUN 1C DEB [-]",1
53831,"STARLINK-4649 [+]",57201,"SITRO-AIS 9 (SHCHUKIN) [+]",1
55250,"OBJECT C [+]",52794,"CZ-2C R/B [-]",1
55814,"ONEWEB-0652 [+]",28793,"SCOUT B DEB [-]",1
31121,"SAUDICOMSAT 6 [+]",30789,"CBERS 1 DEB [-]",1
41179,"ORBCOMM FM114 [+]",48163,"NOAA 17 DEB [-]",1
42809,"IRIDIUM 126 [+]",32178,"FENGYUN 1C DEB [-]",1
42835,"WNISAT 1R [+]",29499,"METOP-A [-]",1
44517,"COSMOS 2540 [+]",12751,"COSMOS 1275 DEB [-]",1
45062,"STARLINK-1171 [+]",26416,"CZ-4B DEB [-]",1
48065,"ONEWEB-0166 [+]",42654,"DELTA 1 DEB [-]",1
48106,"STARLINK-2442 [+]",40036,"FLOCK 1C-6 [-]",1
51053,"HYPSO-1 [+]",37495,"COSMOS 2251 DEB [-]",1
51811,"STARLINK-3569 [+]",57582,"OBJECT C [+]",1
53233,"STARLINK-4372 [+]",4649,"THORAD AGENA D DEB [-]",1
53271,"STARLINK-4069 [+]",21836,"DMSP 5D-2 F11 DEB [-]",1
53554,"STARLINK-4506 [+]",21836,"DMSP 5D-2 F11 DEB [-]",1
53579,"STARLINK-4580 [+]",34221,"PSLV DEB [-]",1
53871,"STARLINK-4740 [+]",33684,"FENGYUN 1C DEB [-]",1
54361,"EOS-6 (OCEANSAT-3) [+]",31237,"FENGYUN 1C DEB [-]",1
55922,"STARLINK-5863 [+]",57388,"STARLING 1 [+]",1
56919,"STARLINK-5966 [+]",36290,"CZ-4B DEB [-]",1
57126,"STARLINK-6167 [+]",57167,"STRATOSAT-TK 1 (RS52S) [+]",1
57388,"STARLING 1 [+]",35376,"CZ-4 DEB [-]",1
33408,"SHIJIAN-6 03A (SJ-6 03A) [+]",54861,"STARLINK-5400 [+]",1
46495,"SALSAT [+]",20774,"COSMOS 2098 [?]",1
47502,"HAWK-2C [+]",40905,"OBJECT G [?]",1
48380,"STARLINK-2614 [+]",30840,"FENGYUN 1C DEB [-]",1
49113,"PAYLOAD B [+]",31040,"FENGYUN 1C DEB [-]",1
49427,"STARLINK-3131 [+]",40221,"COSMOS 2251 DEB [-]",1
52852,"STARLINK-4184 [+]",55324,"HAWK-6B [+]",1
53150,"STARLINK-4038 [+]",44623,"CZ-4C R/B [-]",1
53685,"STARLINK-4626 [+]",57177,"ZORKIY 2M [+]",1
55482,"STARLINK-5693 [+]",87245,"UNKNOWN [-]",1
57419,"MAYA-5 [+]",58158,"STARLINK-30829 [+]",1
28054,"DMSP 5D-3 F16 (USA 172) [B]",32352,"FENGYUN 1C DEB [-]",1
44909,"RS-44 & BREEZE-KM R/B [+]",38124,"FENGYUN 1C DEB [-]",1
45770,"STARLINK-1462 [+]",40035,"FLOCK 1C-9 [-]",1
46277,"NEMO-HD [+]",47519,"ASTROCAST-0104 [+]",1
48218,"ONEWEB-0196 [+]",42651,"DELTA 1 DEB [-]",1
48679,"STARLINK-2648 [+]",12848,"AUREOLE 3 [?]",1
48951,"DEMO8 (TENZING) [+]",26103,"TAURUS R/B [-]",1
51053,"HYPSO-1 [+]",52754,"HAWK-5C [+]",1
52286,"STARLINK-3802 [+]",57006,"OBJECT C [+]",1
52383,"STARLINK-3811 [+]",57194,"SITRO-AIS 7 (FARTUSHNIY) [+]",1
52667,"STARLINK-4076 [+]",57025,"OBJECT X [+]",1
53570,"STARLINK-4550 [+]",47060,"COSMOS 2251 DEB [-]",1
55034,"LYNK TOWER 4 [+]",28851,"PSLV DEB [-]",1
24278,"JAS-2 (FO-29) [P]",25798,"SL-12 DEB [-]",1
40021,"DUCHIFAT-1 [+]",56022,"STARLINK-5783 [+]",1
43928,"IRIDIUM 175 [+]",37547,"COSMOS 2251 DEB [-]",1
45380,"STARLINK-1207 [+]",56225,"AAC-HSI-SAT1 [+]",1
49961,"SHIJIAN-6 05A (SJ-6 05A) [+]",24091,"PEGASUS DEB [-]",1
53381,"ISOI (RS19S) [+]",41235,"NOAA 16 DEB [-]",1
53890,"STARLINK-5050 [+]",39928,"PEGASUS DEB [-]",1
32382,"RADARSAT-2 [+]",270089,"UNKNOWN [-]",1
42844,"NANOACE [+]",56317,"STARLINK-6038 [+]",1
43188,"S-NET A [+]",53507,"STARLINK-4444 [+]",1
43437,"SENTINEL-3B [+]",56590,"CZ-6A DEB [-]",1
46527,"FLOCK 4V-16 [+]",47521,"FLOCK 4S-15 [+]",1
51070,"ICEYE-X14 [+]",31086,"FENGYUN 1C DEB [-]",1
51825,"OBJECT B [+]",57971,"STARLINK-30498 [+]",1
52684,"STARLINK-4014 [+]",10471,"DELTA 1 DEB [-]",1
57890,"YAOGAN-39 02C [+]",24777,"DMSP 5D-2 F14 DEB [-]",1
41850,"CELTEE 1 [+]",57464,"STARLINK-30115 [+]",1
41854,"PROMETHEUS 2-1 [+]",53528,"STARLINK-4503 [+]",1
42804,"IRIDIUM 123 [+]",32178,"FENGYUN 1C DEB [-]",1
47827,"STARLINK-2413 [+]",35223,"FENGYUN 1C DEB [-]",1
47828,"STARLINK-2415 [+]",36159,"FENGYUN 1C DEB [-]",1
53589,"STARLINK-4673 [+]",28855,"PSLV DEB [-]",1
55787,"STARLINK-5811 [+]",57800,"XRISM [+]",1
56698,"STARLINK-30068 [+]",57203,"UTMN 2 (RS27S) [+]",1
39208,"SHIYAN 7 (SY-7) [+]",36090,"CZ-2C DEB [-]",1
43183,"LEMUR-2-URAMCHANSOL [+]",57204,"SITRO-AIS 12 (SMIRENNIY) [+]",1
43572,"IRIDIUM 165 [+]",21574,"ERS-1 [-]",1
43818,"SPACEBEE-6 [+]",52698,"STARLINK-4030 [+]",1
45603,"XINGYUN-2 02 [+]",55598,"STARLINK-5756 [+]",1
45859,"SHIYAN 6 02 (SY-6 02) [+]",34122,"COSMOS 2251 DEB [-]",1
46330,"STARLINK-1710 [+]",37427,"FENGYUN 1C DEB [-]",1
46370,"STARLINK-1670 [+]",57177,"ZORKIY 2M [+]",1
46462,"JILIN-1 GAOFEN 3J [+]",57678,"STARLINK-30320 [+]",1
48297,"STARLINK-2544 [+]",89391,"UNKNOWN [-]",1
53432,"STARLINK-4557 [+]",56748,"OBJECT F [+]",1
53797,"STARLINK-4723 [+]",57197,"A-SEANSAT-PG1 [+]",1
55652,"STARLINK-5487 [+]",42794,"D-SAT [-]",1
55824,"ONEWEB-0664 [+]",47062,"COSMOS 2251 DEB [-]",1
45563,"STARLINK-1355 [+]",13771,"SL-3 R/B [-]",1
52687,"STARLINK-3981 [+]",30979,"FENGYUN 1C DEB [-]",1
53495,"STARLINK-4429 [+]",43771,"OBJECT P [-]",1
53712,"STARLINK-4683 [+]",82561,"UNKNOWN [-]",1
56115,"STARLINK-6101 [+]",43406,"CZ-2D DEB [-]",1
56818,"STARLINK-6028 [+]",20465,"COSMOS 2058 [?]",1
57681,"STARLINK-30273 [+]",17911,"COSMOS 1842 [?]",1
43880,"UWE-4 [+]",46535,"STARLINK-1663 [+]",1
44313,"XIAOXIANG 4 [+]",50172,"STARLINK-3287 [+]",1
46504,"NETSAT-4 [+]",57020,"OBJECT S [+]",1
46612,"FLOCK 4V-20 [+]",27725,"THORAD AGENA D DEB [-]",1
50842,"STARLINK-3302 [+]",31445,"FENGYUN 1C DEB [-]",1
50851,"STARLINK-3314 [+]",87690,"UNKNOWN [-]",1
53021,"STARLINK-4203 [+]",57038,"OBJECT AL [+]",1
53260,"STARLINK-4136 [+]",47953,"OBJECT X [-]",1
55017,"LEMUR-2-STEVEALBERS [+]",56186,"GHGSAT-C8 [+]",1
55270,"STARLINK-5301 [+]",42843,"OBJECT U [-]",1
57167,"STRATOSAT-TK 1 (RS52S) [+]",34295,"COSMOS 2251 DEB [-]",1
57195,"AVION KALUGA 650 [+]",38013,"ASAP-S [-]",1
41920,"IRIDIUM 102 [+]",35105,"FENGYUN 1C DEB [-]",1
45700,"STARLINK-1400 [+]",23608,"ARIANE 40+3 R/B [-]",1
46469,"HAIYANG-2C [+]",45504,"COSMOS 627 DEB [-]",1
51736,"STARLINK-3447 [+]",57006,"OBJECT C [+]",1
53589,"STARLINK-4673 [+]",82180,"UNKNOWN [-]",1
53870,"STARLINK-4732 [+]",57010,"OBJECT G [+]",1
54058,"STARLINK-5167 [+]",18650,"SL-8 DEB [-]",1
54869,"STARLINK-5402 [+]",26474,"TITAN 4B R/B [-]",1
56116,"STARLINK-6114 [+]",57189,"VIZARD-METEO (RS38S) [+]",1
56976,"SPACEBEE-174 [+]",57927,"STARLINK-30459 [+]",1
33409,"SHIJIAN-6 03B (SJ-6 03B) [+]",53086,"STARLINK-4318 [+]",1
43185,"LEMUR-2-THENICKMOLO [+]",53600,"STARLINK-4677 [+]",1
43831,"SAUDISAT 5A [+]",51860,"STARLINK-3559 [+]",1
43887,"LEMUR-2-NATALIEMURRAY [+]",45360,"STARLINK-1279 [+]",1
44854,"DUCHIFAT-3 [+]",52620,"STARLINK-3975 [+]",1
45782,"STARLINK-1498 [P]",46332,"STARLINK-1721 [P]",1
46286,"FLOCK 4V-14 [+]",56221,"IRIS-C [+]",1
49390,"YAOGAN-35 A [+]",13819,"SL-3 R/B [-]",1
49396,"TEIKYOSAT-4 (OORURI) [+]",57134,"STARLINK-6133 [+]",1
49401,"DRUMS [+]",52467,"STARLINK-3873 [+]",1
50465,"ZY-1 02E [+]",24903,"IRIDIUM 26 [-]",1
51852,"STARLINK-3542 [+]",57009,"OBJECT F [+]",1
52859,"STARLINK-4196 [+]",30637,"FENGYUN 1C DEB [-]",1
54751,"JILIN-1 PINGTAI 01A01 [+]",55058,"SKYKRAFT-1B [+]",1
55436,"STARLINK-5640 [+]",30451,"FENGYUN 1C DEB [-]",1
55757,"STARLINK-5544 [+]",43775,"OBJECT T [-]",1
28654,"NOAA 18 [B]",5918,"SL-3 R/B [-]",1
43081,"YAOGAN-30 G [+]",35591,"COSMOS 2251 DEB [-]",1
43889,"LEMUR-2-DAISY-HARPER [+]",52334,"STARLINK-3880 [+]",1
45682,"STARLINK-1397 [+]",54937,"CZ-6A DEB [-]",1
46913,"R2 [+]",54166,"STARLINK-5280 [+]",1
47298,"XJY-7 [+]",56987,"AII-DELTA [+]",1
49027,"TIANQI-15 [+]",55271,"STARLINK-5306 [+]",1
49399,"Z-SAT [+]",57365,"STARLINK-5007 [+]",1
49448,"STARLINK-3097 [+]",49398,"OBJECT D [-]",1
53284,"STARLINK-4172 [+]",56753,"TROPICS-03 [+]",1
53318,"YAOGAN-35 03B [+]",18748,"COSMOS 1908 [?]",1
55094,"SPACEBEE-165 [+]",24163,"PEGASUS DEB [-]",1
14781,"UOSAT 2 (UO-11) [P]",14818,"SL-8 DEB [-]",1
28371,"SAUDISAT 2 [+]",31366,"FENGYUN 1C DEB [-]",1
44519,"XIAOXIANG 1-07 [+]",57364,"STARLINK-6338 [+]",1
45411,"STARLINK-1293 [+]",27729,"DELTA 1 DEB [-]",1
47780,"STARLINK-2213 [+]",48080,"CZ-4C R/B [-]",1
50176,"STARLINK-3293 [+]",19210,"COSMOS 1953 [?]",1
51973,"STARLINK-3679 [+]",5187,"COSMOS 397 DEB [-]",1
53254,"STARLINK-4134 [+]",38828,"FENGYUN 1C DEB [-]",1
57979,"STARLINK-30508 [+]",34788,"COSMOS 2251 DEB [-]",1
38768,"AEROCUBE 4.5B [+]",57036,"OBJECT AJ [+]",1
40715,"DMC3-FM1 [+]",29,"TIROS 1 [-]",1
42845,"LEMUR-2-ZACHARY [+]",55456,"STARLINK-5058 [+]",1
43888,"LEMUR-2-SARAHBETTYBOO [+]",46506,"NETSAT-1 [+]",1
43890,"GRUS-1A [+]",42848,"OBJECT Z [-]",1
47589,"STARLINK-1994 [+]",4649,"THORAD AGENA D DEB [-]",1
49261,"CS1 [+]",20465,"COSMOS 2058 [?]",1
52122,"STARLINK-3726 [+]",30496,"FENGYUN 1C DEB [-]",1
54160,"STARLINK-5233 [+]",10208,"DELTA 1 DEB [-]",1
55481,"STARLINK-5694 [+]",34424,"COSMOS 2251 DEB [-]",1
57018,"OBJECT Q [+]",40602,"DMSP 5D-2 F13 DEB [-]",1
57183,"OBJECT T [+]",57901,"STARLINK-30472 [+]",1
57251,"STARLINK-5513 [+]",33665,"FENGYUN 1C DEB [-]",1
40716,"DMC3-FM2 [+]",47226,"FALCON EYE 2 [+]",1
47374,"STARLINK-2093 [+]",42343,"NOAA 16 DEB [-]",1
49764,"STARLINK-3206 [+]",57206,"OBJECT AS [+]",1
51729,"STARLINK-3523 [+]",9704,"SL-8 DEB [-]",1
53634,"STARLINK-4592 [+]",57217,"KUZGTU 1 (RS47S) [+]",1
54253,"JILIN-1 GAOFEN 03D53 [+]",26365,"SIMSAT 1 [?]",1
55096,"SPACEBEE-161 [+]",15331,"COSMOS 1602 [?]",1
56163,"CHECKMATE 5 [+]",8764,"SL-8 DEB [-]",1
57125,"STARLINK-6100 [+]",41339,"CHUBUSAT-3 [-]",1
57379,"STARLINK-6361 [+]",31077,"FENGYUN 1C DEB [-]",1
25504,"SCD 2 [+]",30744,"FENGYUN 1C DEB [-]",1
27606,"LATINSAT B [+]",26033,"ACRIMSAT [-]",1
28058,"CHUANGXIN 1 (CX-1) [+]",270172,"UNKNOWN [-]",1
32382,"RADARSAT-2 [+]",39714,"SL-16 DEB [-]",1
45394,"STARLINK-1292 [+]",57169,"OBJECT D [+]",1
45771,"STARLINK-1463 [+]",40029,"FLOCK 1C-2 [-]",1
46058,"STARLINK-1564 [+]",39101,"DELTA 1 DEB [-]",1
46351,"STARLINK-1646 [+]",3565,"COSMOS 252 DEB [-]",1
46570,"STARLINK-1748 [P]",48917,"ICEYE-X15 [+]",1
47793,"STARLINK-2338 [+]",82561,"UNKNOWN [-]",1
49161,"STARLINK-3080 [+]",49318,"OBJECT D [?]",1
52112,"STARLINK-3734 [+]",55846,"CZ-2C R/B [-]",1
54078,"STARLINK-5138 [+]",18214,"COSMOS 1869 [?]",1
56525,"STARLINK-6329 [+]",25979,"ARIANE 40 R/B [-]",1
39428,"DELFI-N3XT [P]",13486,"COSMOS 1275 DEB [-]",1
43793,"CSIM-FD [+]",51847,"STRIX-BETA [+]",1
46538,"STARLINK-1678 [+]",57194,"SITRO-AIS 7 (FARTUSHNIY) [+]",1
53631,"STARLINK-4599 [+]",26231,"CZ-4B DEB [-]",1
53743,"STARLINK-4645 [+]",57959,"CZ-4C R/B [-]",1
53827,"STARLINK-4764 [+]",28855,"PSLV DEB [-]",1
54795,"STARLINK-5436 [+]",57004,"OBJECT A [+]",1
56128,"STARLINK-6122 [+]",30259,"FENGYUN 1C DEB [-]",1
25420,"ORBCOMM FM13 [+]",50465,"ZY-1 02E [+]",1
38860,"SJ-9A [+]",32228,"FENGYUN 1C DEB [-]",1
40109,"YAOGAN 20A [+]",44569,"COSMOS 1670 DEB [-]",1
40299,"HODOYOSHI-1 [+]",41913,"XINGYUN SHIYAN-1 [+]",1
43804,"SUOMI-100 [+]",46375,"STARLINK-1724 [+]",1
44339,"PROX-1 [+]",48168,"NOAA 17 DEB [-]",1
46497,"ICEYE-X6 [+]",55781,"STARLINK-5820 [+]",1
48905,"NUSAT-19 (ROSALIND) [+]",25795,"COSMOS 1220 DEB [-]",1
48981,"ONEWEB-0263 [+]",13470,"COSMOS 1275 DEB [-]",1
51132,"STARLINK-3393 [+]",57168,"OBJECT C [+]",1
52541,"STARLINK-3845 [+]",21827,"SL-14 DEB [-]",1
53911,"STARLINK-5048 [+]",57172,"UMKA 1 (RS40S) [+]",1
55909,"CAPELLA-10-WHITNEY [+]",22236,"COSMOS 2221 [?]",1
57129,"STARLINK-6170 [+]",41039,"CZ-4C R/B [-]",1
33396,"THEOS [+]",31094,"FENGYUN 1C DEB [-]",1
42838,"LEMUR-2-ANDIS [+]",5144,"COSMOS 397 DEB [-]",1
44389,"ICEYE-X5 [+]",57511,"STARLINK-30147 [+]",1
45669,"STARLINK-1452 [+]",52258,"CZ-4C R/B [-]",1
47227,"GONETS-M 20 [+]",11134,"COSMOS 1057 [?]",1
47698,"FLOCK 4S-41 [+]",49539,"COSMOS 1408 DEB [-]",1
48022,"STARLINK-2298 [+]",43771,"OBJECT P [-]",1
48426,"TIANQI-12 [+]",40578,"DMSP 5D-2 F13 DEB [-]",1
52502,"STARLINK-3912 [+]",57019,"OBJECT R [+]",1
52579,"STARLINK-3893 [+]",57028,"OBJECT AA [+]",1
52764,"NUSAT-29 (EDITH CLARKE) [+]",26740,"PEGASUS DEB [-]",1
53501,"STARLINK-4434 [+]",6127,"DELTA 1 R/B [-]",1
53978,"STARLINK-5148 [+]",56746,"OBJECT D [+]",1
56429,"STARLINK-6264 [+]",40017,"TABLETSAT-AURORA [-]",1
28220,"SHIYAN 1 (SY-1) [+]",47803,"STARLINK-2384 [+]",1
35932,"SWISSCUBE [+]",36448,"COSMOS 2251 DEB [-]",1
43773,"RANGE-B [+]",55408,"STARLINK-5092 [+]",1
44519,"XIAOXIANG 1-07 [+]",55619,"STARLINK-5720 [+]",1
45222,"STARLINK-1191 [+]",57198,"YARILO 3 [+]",1
46749,"STARLINK-1911 [+]",48606,"TYVAK-0130 [+]",1
46817,"FLOCK 4E'-5 [+]",58106,"STARLINK-30612 [+]",1
48410,"STARLINK-2563 [+]",23608,"ARIANE 40+3 R/B [-]",1
48944,"AYAN-21 [+]",43438,"BREEZE-KM R/B [-]",1
51857,"STARLINK-3571 [+]",57015,"OBJECT M [+]",1
52376,"STARLINK-3767 [+]",57327,"OBJECT BB [-]",1
53505,"STARLINK-4446 [+]",14866,"SL-8 DEB [-]",1
57630,"HEAD-3E [+]",34102,"IRIDIUM 33 DEB [-]",1
44424,"COSMOS 2538 [+]",57809,"STARLINK-30374 [+]",1
46506,"NETSAT-1 [+]",47866,"STARLINK-2320 [+]",1
48795,"ONEWEB-0233 [+]",42140,"COSMOS 1275 DEB [-]",1
49744,"STARLINK-3231 [+]",57026,"OBJECT Y [+]",1
51064,"FLOCK 4X-4 [+]",56211,"INSPIRE-SAT 7 [+]",1
52845,"STARLINK-4168 [+]",57010,"OBJECT G [+]",1
55643,"STARLINK-5483 [+]",13154,"SL-3 R/B [-]",1
57481,"DS-SAR [+]",12586,"SL-3 R/B [-]",1
57830,"YAOGAN-40 01A [+]",56602,"CZ-6A DEB [-]",1
57903,"STARLINK-30449 [+]",30694,"FENGYUN 1C DEB [-]",1
28470,"JB-3 3 (ZY 2C) [+]",53715,"STARLINK-4686 [+]",1
41922,"IRIDIUM 104 [+]",34058,"COSMOS 2251 DEB [-]",1
43780,"MOVE-II [+]",57891,"STARLINK-30465 [+]",1
47797,"STARLINK-2377 [+]",34452,"COSMOS 2251 DEB [-]",1
48468,"STARLINK-2685 [+]",40038,"FLOCK 1C-5 [-]",1
49004,"JILIN-1 GAOFEN 3D01 [+]",31021,"FENGYUN 1C DEB [-]",1
49401,"DRUMS [+]",57711,"STARLINK-30318 [+]",1
52369,"STARLINK-3841 [+]",22547,"SL-16 DEB [-]",1
52379,"STARLINK-3800 [+]",39927,"PEGASUS DEB [-]",1
52576,"STARLINK-3932 [+]",57016,"OBJECT N [+]",1
52756,"HAWK-5B [+]",57678,"STARLINK-30320 [+]",1
53000,"STARLINK-4194 [+]",89389,"UNKNOWN [-]",1
53209,"STARLINK-4423 [+]",54228,"ELECTRON KICK STAGE R/B [-]",1
55099,"SPACEBEE-156 [+]",55134,"OBJECT B [+]",1
56866,"OBJECT W [+]",47953,"OBJECT X [-]",1
57019,"OBJECT R [+]",39690,"COSMOS 921 DEB [-]",1
28220,"SHIYAN 1 (SY-1) [+]",51747,"STARLINK-3446 [+]",1
42839,"LEMUR-2-MONSON [+]",56320,"STARLINK-5988 [+]",1
43573,"IRIDIUM 155 [+]",31215,"FENGYUN 1C DEB [-]",1
43770,"FOX-1CLIFF (AO-95) [+]",57897,"STARLINK-30474 [+]",1
43943,"JILIN-1 09 [+]",51288,"ELSA-D CLIENT [+]",1
48334,"STARLINK-2470 [+]",27126,"PSLV DEB [-]",1
48894,"SPACEBEE-107 [+]",58111,"STARLINK-30595 [+]",1
52356,"STARLINK-3801 [+]",57217,"KUZGTU 1 (RS47S) [+]",1
52628,"STARLINK-4001 [+]",57327,"OBJECT BB [-]",1
53257,"STARLINK-4144 [+]",57193,"SITRO-AIS 8 (ANOKHIN) [+]",1
54159,"STARLINK-5294 [+]",47029,"FENGYUN 1C DEB [-]",1
54179,"STARLINK-5122 [+]",57010,"OBJECT G [+]",1
55921,"STARLINK-5861 [+]",42836,"OBJECT M [-]",1
56835,"STARLINK-30144 [+]",40519,"DMSP 5D-2 F13 DEB [-]",1
57765,"WILDFIRE 9 [+]",22326,"SL-16 DEB [-]",1
40699,"COSMOS 2506 [+]",85386,"UNKNOWN [-]",1
43259,"GAOFEN-1 02 [+]",6180,"SCOUT B-1 R/B [-]",1
46497,"ICEYE-X6 [+]",43675,"H-2A DEB [-]",1
51748,"STARLINK-3501 [+]",43789,"IRVINE02 [-]",1
51951,"OBJECT F [+]",55068,"FLOCK 4Y-15 [+]",1
52155,"OBJECT C [+]",21422,"COSMOS 2151 [?]",1
52787,"GEESAT 3 [+]",23105,"STEP 2 [?]",1
54234,"NOAA 21 (JPSS-2) [+]",8799,"METEOR 1-24 [?]",1
55705,"STARLINK-30057 [P]",55713,"STARLINK-30063 [P]",1
55925,"STARLINK-5922 [+]",40031,"FLOCK 1C-4 [-]",1
57076,"STARLINK-6155 [+]",57805,"H-2A DEB [-]",1
57707,"STARLINK-30327 [+]",81995,"UNKNOWN [-]",1
33412,"COSMO-SKYMED 3 [+]",44322,"RCM-1 [+]",1
43236,"LKW-4 [+]",48041,"BCCSAT-1 [+]",1
43784,"SNUGLITE [+]",56130,"STARLINK-6117 [+]",1
43818,"SPACEBEE-6 [+]",52667,"STARLINK-4076 [+]",1
52268,"STARLINK-3746 [+]",13882,"SL-6 R/B(2) [-]",1
46544,"STARLINK-1694 [+]",56744,"SNIPE 4 [+]",1
47727,"STARLINK-2129 [+]",14229,"SL-3 DEB [-]",1
51827,"OBJECT D [+]",57011,"OBJECT H [+]",1
52123,"STARLINK-3725 [+]",57005,"OBJECT B [+]",1
53037,"STARLINK-4153 [+]",1672,"TITAN 3C TRANSTAGE DEB [-]",1
53726,"STARLINK-4697 [+]",57585,"OBJECT F [+]",1
54754,"SWOT [+]",47858,"CZ-4C R/B [-]",1
56961,"ICEYE-X26 [+]",57854,"STARLINK-30412 [+]",1
57232,"STARLINK-5872 [+]",38299,"CZ-2D DEB [-]",1
32788,"AAUSAT-II [P]",51131,"STARLINK-3388 [+]",1
43071,"IRIDIUM 138 [+]",34588,"COSMOS 2251 DEB [-]",1
43804,"SUOMI-100 [+]",57255,"STARLINK-5481 [+]",1
44855,"LEMUR-2-JPGSQUARED [+]",47519,"ASTROCAST-0104 [+]",1
45187,"STARLINK-1225 [+]",40033,"FLOCK 1C-11 [-]",1
45603,"XINGYUN-2 02 [+]",57365,"STARLINK-5007 [+]",1
52867,"STARLINK-4126 [+]",26474,"TITAN 4B R/B [-]",1
54194,"STARLINK-5271 [+]",32493,"BREEZE-M DEB [-]",1
55750,"STARLINK-5573 [+]",42849,"OBJECT AA [-]",1
57194,"SITRO-AIS 7 (FARTUSHNIY) [+]",44623,"CZ-4C R/B [-]",1
29079,"EROS B [+]",45625,"GAOFEN-9 02 [+]",1
43887,"LEMUR-2-NATALIEMURRAY [+]",46047,"STARLINK-1524 [+]",1
44422,"COSMOS 2536 [+]",54060,"STARLINK-5169 [+]",1
49008,"FENGYUN 3E [+]",30892,"FENGYUN 1C DEB [-]",1
49445,"STARLINK-3122 [+]",4728,"COSMOS 375 DEB [-]",1
51895,"STARLINK-3594 [+]",57030,"OBJECT AC [+]",1
53398,"STARLINK-4512 [+]",38828,"FENGYUN 1C DEB [-]",1
54859,"STARLINK-5409 [+]",17233,"ARIANE 1 DEB [-]",1
55755,"STARLINK-5619 [+]",44629,"PEGASUS R/B [-]",1
56453,"STARLINK-5935 [+]",58021,"CSC-2 [+]",1
31598,"COSMO-SKYMED 1 [+]",36181,"FENGYUN 1C DEB [-]",1
32382,"RADARSAT-2 [+]",38493,"FENGYUN 1C DEB [-]",1
32790,"CANX-2 [+]",43681,"AUTCUBE 2 [+]",1
46506,"NETSAT-1 [+]",52346,"STARLINK-3812 [+]",1
49752,"STARLINK-3209 [+]",40040,"FLOCK 1C-8 [-]",1
49773,"GLOBAL-13 [+]",51088,"STORK-2 [+]",1
55288,"STARLINK-5311 [+]",26086,"DUMSAT [?]",1
56170,"BB 2 [+]",18010,"USA 24 [?]",1
56295,"STARLINK-30083 [P]",57873,"STARLINK-30445 [+]",1
31789,"GENESIS 2 [+]",55136,"OBJECT D [+]",1
39161,"ESTCUBE 1 [+]",11113,"SL-8 DEB [-]",1
43076,"IRIDIUM 137 [+]",39667,"COSMOS 1867 COOLANT [-]",1
44424,"COSMOS 2538 [+]",50161,"STARLINK-3304 [+]",1
44723,"STARLINK-1017 [+]",48080,"CZ-4C R/B [-]",1
45697,"STARLINK-1351 [+]",13771,"SL-3 R/B [-]",1
46071,"STARLINK-1538 [+]",57195,"AVION KALUGA 650 [+]",1
46497,"ICEYE-X6 [+]",35227,"FENGYUN 1C DEB [-]",1
