OBJECT_NAME_1,OBJECT_NAME_2,TCA
"STARLINK-4624 [+]","OBJECT R [+]","2023-11-11 23:16:41.295"
"STARLINK-4621 [+]","COSMOS 397 [?]","2023-11-11 23:17:33.998"
"STARLINK-3293 [+]","MINOTAUR 4 DEB [-]","2023-11-11 23:17:42.666"
"STARLINK-3919 [+]","SL-8 DEB [-]","2023-11-11 23:18:01.339"
"STARLINK-5409 [+]","ASAP-S [-]","2023-11-11 23:18:18.338"
"STARLINK-4115 [+]","CZ-4B DEB [-]","2023-11-11 23:18:18.633"
"STARLINK-2717 [+]","FLOCK 1C-6 [-]","2023-11-11 23:18:22.272"
"STARLINK-5366 [+]","CZ-6A DEB [-]","2023-11-11 23:18:36.541"
"STARLINK-5179 [+]","SITRO-AIS 12 (SMIRENNIY) [+]","2023-11-11 23:19:34.482"
"STARLINK-3189 [+]","SITRO-AIS 8 (ANOKHIN) [+]","2023-11-11 23:20:12.744"
"STARLINK-2507 [+]","OBJECT AZ [-]","2023-11-11 23:22:16.133"
"STARLINK-5789 [+]","CLEMENTINE [-]","2023-11-11 23:22:32.543"
"STARLINK-3181 [+]","THORAD AGENA D DEB [-]","2023-11-11 23:22:51.262"
"STARLINK-4756 [+]","OBJECT BB [-]","2023-11-11 23:23:44.918"
"STARLINK-4001 [+]","SITRO-AIS 7 (FARTUSHNIY) [+]","2023-11-11 23:26:19.488"
"STARLINK-4040 [+]","OBJECT A [+]","2023-11-11 23:26:45.018"
"STARLINK-3330 [+]","OBJECT BB [-]","2023-11-11 23:27:40.885"
"STARLINK-5425 [+]","HAWK-6B [+]","2023-11-11 23:28:50.281"
"STARLINK-5163 [+]","FENGYUN 1C DEB [-]","2023-11-11 23:29:18.883"
"STARLINK-3535 [+]","CHUBUSAT-2 [-]","2023-11-11 23:29:25.998"
"STARLINK-4206 [+]","HAWK-6B [+]","2023-11-11 23:29:54.571"
"STARLINK-4195 [+]","BREEZE-M DEB [-]","2023-11-11 23:32:26.132"
"STARLINK-4003 [+]","OBJECT F [-]","2023-11-11 23:32:45.642"
"STARLINK-5074 [+]","FENGYUN 1C DEB [-]","2023-11-11 23:33:50.832"
"STARLINK-4449 [+]","COSMOS 397 DEB [-]","2023-11-11 23:38:11.783"
"STARLINK-4156 [+]","IRIDIUM 33 DEB [-]","2023-11-11 23:38:38.375"
"STARLINK-5454 [+]","OBJECT AE [+]","2023-11-11 23:38:47.399"
"STARLINK-4371 [+]","FENGYUN 1C DEB [-]","2023-11-11 23:40:03.682"
"STARLINK-3512 [+]","A-SEANSAT-PG1 [+]","2023-11-11 23:40:05.864"
"STARLINK-4267 [+]","CZ-6A DEB [-]","2023-11-11 23:40:36.449"
"STARLINK-5829 [+]","FENGYUN 1C DEB [-]","2023-11-11 23:42:10.794"
"STARLINK-2107 [+]","PEGASUS DEB [-]","2023-11-11 23:43:14.304"
"STARLINK-5417 [+]","OBJECT AC [+]","2023-11-11 23:43:57.929"
"STARLINK-3925 [+]","IRIDIUM 33 DEB [-]","2023-11-11 23:44:22.294"
"STARLINK-5131 [+]","COSMOS 1953 [?]","2023-11-11 23:44:24.513"
"STARLINK-1008 [+]","EAGLESAT 1 [-]","2023-11-11 23:44:39.155"
"STARLINK-3660 [+]","STARLINK-5080 [P]","2023-11-11 23:44:43.624"
"STARLINK-4310 [+]","OBJECT H [-]","2023-11-11 23:44:52.817"
"STARLINK-1038 [+]","NETSAT-1 [+]","2023-11-11 23:45:37.526"
"STARLINK-2743 [+]","FENGYUN 1C DEB [-]","2023-11-11 23:45:48.665"
"STARLINK-6342 [+]","COSMOS 2251 DEB [-]","2023-11-11 23:46:19.739"
"STARLINK-6030 [+]","CZ-2D DEB [-]","2023-11-11 23:46:33.036"
"STARLINK-6079 [+]","ICUBE-1 [-]","2023-11-11 23:47:38.274"
"STARLINK-5040 [+]","PEGASUS DEB [-]","2023-11-11 23:48:36.795"
"STARLINK-5698 [+]","FALCON 9 DEB [-]","2023-11-11 23:50:29.310"
"STARLINK-4132 [+]","DMSP 5D-2 F11 DEB [-]","2023-11-11 23:50:38.422"
"STARLINK-3225 [+]","HAWK-6B [+]","2023-11-11 23:51:00.069"
"STARLINK-1402 [P]","STARLINK-2154 [+]","2023-11-11 23:51:23.922"
"STARLINK-30271 [+]","CZ-4C R/B [-]","2023-11-11 23:51:30.303"
"STARLINK-4677 [+]","SL-3 R/B [-]","2023-11-11 23:52:39.774"
"STARLINK-5428 [+]","OBJECT AA [+]","2023-11-11 23:53:52.068"
"STARLINK-4792 [+]","HAWK-6C [+]","2023-11-11 23:56:59.089"
"STARLINK-30574 [+]","OBJECT R [-]","2023-11-11 23:57:16.643"
"STARLINK-4287 [+]","FENGYUN 1C DEB [-]","2023-11-11 23:57:31.790"
"STARLINK-6291 [+]","ARIANE 40 R/B [-]","2023-11-11 23:59:27.553"
"STARLINK-4722 [+]","COSMOS 2251 DEB [-]","2023-11-12 00:01:38.109"
"STARLINK-5332 [+]","COSMOS 374 DEB [-]","2023-11-12 00:01:52.088"
"STARLINK-1876 [+]","PSLV DEB [-]","2023-11-12 00:03:13.267"
"STARLINK-2310 [+]","SL-3 DEB [-]","2023-11-12 00:03:25.198"
"STARLINK-5883 [+]","CBERS 1 DEB [-]","2023-11-12 00:06:22.870"
"STARLINK-1402 [P]","STARLINK-1929 [+]","2023-11-12 00:07:20.037"
"STARLINK-3533 [+]","NANOZOND 1 (RS49S) [+]","2023-11-12 00:07:29.653"
"STARLINK-5275 [+]","COSMOS 2251 DEB [-]","2023-11-12 00:08:50.080"
"STARLINK-5361 [+]","OBJECT T [+]","2023-11-12 00:08:53.138"
"STARLINK-2331 [+]","THORAD AGENA D DEB [-]","2023-11-12 00:09:01.318"
"STARLINK-30222 [+]","PSLV DEB [-]","2023-11-12 00:09:48.479"
"STARLINK-4342 [+]","CERISE [?]","2023-11-12 00:10:38.466"
"STARLINK-4434 [+]","H-2A R/B [-]","2023-11-12 00:11:06.342"
"STARLINK-4562 [+]","ARIANE 40+3 R/B [-]","2023-11-12 00:11:52.836"
"STARLINK-4112 [+]","NEXTSAT-2 [+]","2023-11-12 00:12:55.841"
"STARLINK-5752 [+]","THORAD AGENA D DEB [-]","2023-11-12 00:14:05.053"
"STARLINK-1295 [+]","WT 1A [?]","2023-11-12 00:14:55.941"
"STARLINK-1926 [+]","FENGYUN 1C DEB [-]","2023-11-12 00:16:02.701"
"STARLINK-2472 [+]","FENGYUN 1C DEB [-]","2023-11-12 00:17:17.029"
"STARLINK-3996 [+]","PEGASUS DEB [-]","2023-11-12 00:17:43.731"
"STARLINK-4160 [+]","NEXTSAT-2 [+]","2023-11-12 00:17:51.571"
"STARLINK-6340 [+]","IRIDIUM 33 DEB [-]","2023-11-12 00:18:21.404"
"STARLINK-3644 [+]","HAWK-6B [+]","2023-11-12 00:18:42.091"
"STARLINK-1816 [+]","OBJECT AD [+]","2023-11-12 00:20:03.175"
"STARLINK-4701 [+]","TROPICS-07 [+]","2023-11-12 00:22:14.421"
"STARLINK-3548 [+]","OBJECT H [+]","2023-11-12 00:22:43.313"
"STARLINK-1544 [+]","FREGAT DEB [-]","2023-11-12 00:23:39.946"
"STARLINK-5619 [+]","COSMOS 2251 DEB [-]","2023-11-12 00:23:53.620"
"STARLINK-30271 [+]","CZ-4C R/B [-]","2023-11-12 00:24:39.354"
"STARLINK-30188 [+]","EAGLESAT 1 [-]","2023-11-12 00:26:29.053"
"STARLINK-3969 [+]","OKEAN-1 [?]","2023-11-12 00:26:48.221"
"STARLINK-4096 [+]","OBJECT AV [-]","2023-11-12 00:27:51.646"
"STARLINK-3583 [+]","FENGYUN 1C DEB [-]","2023-11-12 00:28:13.302"
"STARLINK-1195 [+]","STARLINK-1264 [-]","2023-11-12 00:28:26.510"
"STARLINK-4623 [+]","OBJECT K [-]","2023-11-12 00:30:09.467"
"STARLINK-1776 [+]","UNKNOWN [-]","2023-11-12 00:31:09.124"
"STARLINK-1609 [+]","VIZARD-METEO (RS38S) [+]","2023-11-12 00:32:14.378"
"STARLINK-30329 [+]","COSMOS 2251 DEB [-]","2023-11-12 00:32:23.368"
"STARLINK-6234 [+]","CZ-4B DEB [-]","2023-11-12 00:33:23.028"
"STARLINK-30548 [+]","IRIDIUM 33 DEB [-]","2023-11-12 00:34:30.478"
"STARLINK-30596 [+]","OBJECT A [?]","2023-11-12 00:35:09.047"
"STARLINK-2107 [+]","NEXTSAT-2 [+]","2023-11-12 00:35:10.699"
"STARLINK-5891 [+]","ARIANE 1 DEB [-]","2023-11-12 00:35:41.949"
"STARLINK-30248 [+]","H-2A DEB [-]","2023-11-12 00:36:46.682"
"STARLINK-5581 [+]","CZ-4B R/B [-]","2023-11-12 00:36:46.710"
"STARLINK-5652 [+]","SITRO-AIS 7 (FARTUSHNIY) [+]","2023-11-12 00:37:01.009"
"STARLINK-4703 [+]","OBJECT F [+]","2023-11-12 00:37:21.646"
"STARLINK-1207 [+]","WT 1B [?]","2023-11-12 00:38:52.239"
"STARLINK-4572 [+]","CZ-4B DEB [-]","2023-11-12 00:39:34.679"
"STARLINK-2099 [+]","CZ-4B R/B [-]","2023-11-12 00:39:46.210"
"STARLINK-1907 [+]","SL-8 DEB [-]","2023-11-12 00:39:58.308"
"STARLINK-2016 [+]","STARLINK-5080 [P]","2023-11-12 00:39:59.626"
"STARLINK-2373 [+]","UNKNOWN [-]","2023-11-12 00:40:21.082"
"STARLINK-1676 [+]","KSM1-A [+]","2023-11-12 00:41:29.844"
"STARLINK-4407 [+]","ATLAS 28E DEB [-]","2023-11-12 00:41:50.544"
"STARLINK-1126 [P]","STARLINK-2256 [+]","2023-11-12 00:42:07.498"
"STARLINK-2499 [+]","FENGYUN 1C DEB [-]","2023-11-12 00:42:25.152"
"STARLINK-5421 [+]","COSMOS 1933 [?]","2023-11-12 00:44:37.609"
"STARLINK-5919 [+]","STARLING 2 [+]","2023-11-12 00:45:59.146"
"STARLINK-4176 [+]","COSMOS 2251 DEB [-]","2023-11-12 00:46:05.298"
"STARLINK-5350 [+]","SL-3 DEB [-]","2023-11-12 00:47:43.379"
"STARLINK-5657 [+]","CHUBUSAT-3 [-]","2023-11-12 00:48:22.970"
"STARLINK-4574 [+]","OBJECT C [+]","2023-11-12 00:48:42.622"
"STARLINK-3460 [+]","HAWK-6C [+]","2023-11-12 00:48:43.642"
"STARLINK-2473 [+]","OBJECT D [-]","2023-11-12 00:48:48.085"
"STARLINK-5087 [+]","OBJECT V [+]","2023-11-12 00:49:20.239"
"STARLINK-3523 [+]","COSMOS 397 DEB [-]","2023-11-12 00:51:07.772"
"STARLINK-3519 [+]","COSMOS 397 DEB [-]","2023-11-12 00:51:25.160"
"STARLINK-1297 [+]","THORAD AGENA D DEB [-]","2023-11-12 00:51:45.808"
"STARLINK-30151 [+]","DELTA 1 DEB [-]","2023-11-12 00:53:49.787"
"STARLINK-3315 [+]","STARLINK-5080 [P]","2023-11-12 00:55:10.921"
"STARLINK-3788 [+]","ARIANE 40+3 R/B [-]","2023-11-12 00:55:11.735"
"STARLINK-5079 [+]","ATLAS 28E DEB [-]","2023-11-12 00:55:25.482"
"STARLINK-4514 [+]","FENGYUN 1C DEB [-]","2023-11-12 00:55:46.420"
"STARLINK-1523 [+]","POLYTECH-UNIVERSE 3 (RS46S) [+]","2023-11-12 00:58:46.323"
"STARLINK-4369 [+]","CBERS 1 DEB [-]","2023-11-12 00:59:33.287"
"STARLINK-2049 [+]","NEXTSAT-2 [+]","2023-11-12 01:00:45.662"
"STARLINK-1169 [+]","FENGYUN 1C DEB [-]","2023-11-12 01:00:49.540"
"STARLINK-4577 [+]","OBJECT V [+]","2023-11-12 01:01:36.301"
"STARLINK-5298 [+]","THOR ALTAIR DEB [-]","2023-11-12 01:02:53.080"
"STARLINK-3088 [+]","CZ-4B DEB [-]","2023-11-12 01:03:00.111"
"STARLINK-3706 [+]","RESURS O1 DEB [-]","2023-11-12 01:03:04.996"
"STARLINK-30222 [+]","OBJECT BS [-]","2023-11-12 01:03:29.620"
"STARLINK-6350 [+]","FENGYUN 1C DEB [-]","2023-11-12 01:03:49.904"
"STARLINK-1408 [P]","LEMUR-2-SLICERS [+]","2023-11-12 01:03:52.288"
"STARLINK-3179 [+]","SITRO-AIS 9 (SHCHUKIN) [+]","2023-11-12 01:04:04.903"
"STARLINK-6179 [+]","FENGYUN 1C DEB [-]","2023-11-12 01:04:49.237"
"STARLINK-5575 [+]","CZ-4C R/B [-]","2023-11-12 01:05:00.042"
"STARLINK-4308 [+]","FENGYUN 1C DEB [-]","2023-11-12 01:06:16.319"
"STARLINK-3514 [+]","FREGAT DEB [-]","2023-11-12 01:06:24.165"
"STARLINK-1402 [P]","STARLINK-2567 [+]","2023-11-12 01:06:55.096"
"STARLINK-3166 [+]","UTMN 2 (RS27S) [+]","2023-11-12 01:07:47.004"
"STARLINK-5033 [+]","FENGYUN 1C DEB [-]","2023-11-12 01:08:13.300"
"STARLINK-4142 [+]","SITRO-AIS 10 (BURDAEV) [+]","2023-11-12 01:08:51.296"
"STARLINK-5959 [+]","PEGASUS R/B [-]","2023-11-12 01:09:20.670"
"STARLINK-1878 [+]","FENGYUN 1C DEB [-]","2023-11-12 01:10:05.907"
"STARLINK-4787 [+]","SITRO-AIS 9 (SHCHUKIN) [+]","2023-11-12 01:10:29.913"
"STARLINK-1128 [+]","OBJECT V [-]","2023-11-12 01:10:47.020"
"STARLINK-3537 [+]","PSLV DEB [-]","2023-11-12 01:13:16.330"
"STARLINK-3267 [+]","FENGYUN 1C DEB [-]","2023-11-12 01:14:31.230"
"STARLINK-6036 [+]","FENGYUN 1C DEB [-]","2023-11-12 01:14:52.660"
"STARLINK-6236 [+]","OBJECT R [-]","2023-11-12 01:15:15.146"
"STARLINK-3181 [+]","COSMOS 375 DEB [-]","2023-11-12 01:15:45.309"
"STARLINK-3913 [+]","COSMOS 2251 DEB [-]","2023-11-12 01:16:10.348"
"STARLINK-2028 [+]","OBJECT AL [+]","2023-11-12 01:17:11.761"
"STARLINK-5091 [+]","THORAD AGENA D DEB [-]","2023-11-12 01:17:24.717"
"STARLINK-5245 [+]","OBJECT G [+]","2023-11-12 01:21:13.164"
"STARLINK-6212 [+]","HUMSAT-D [-]","2023-11-12 01:22:36.756"
"STARLINK-1402 [P]","STARLINK-2697 [+]","2023-11-12 01:22:57.530"
"STARLINK-3640 [+]","OBJECT AC [+]","2023-11-12 01:23:28.487"
"STARLINK-4145 [+]","SL-14 DEB [-]","2023-11-12 01:24:27.724"
"STARLINK-5409 [+]","CZ-4C R/B [-]","2023-11-12 01:26:01.783"
"STARLINK-2189 [+]","CZ-2D DEB [-]","2023-11-12 01:26:23.846"
"STARLINK-1017 [+]","CZ-4C R/B [-]","2023-11-12 01:26:38.623"
"STARLINK-1587 [+]","SL-12 DEB [-]","2023-11-12 01:27:16.682"
"STARLINK-5384 [+]","SITRO-AIS 11 (SHEFFER) [+]","2023-11-12 01:27:20.259"
"STARLINK-3312 [+]","OBJECT E [+]","2023-11-12 01:28:42.149"
"STARLINK-2470 [+]","COSMOS 2251 DEB [-]","2023-11-12 01:29:17.508"
"STARLINK-4152 [+]","COSMOS 921 DEB [-]","2023-11-12 01:30:30.424"
"STARLINK-30094 [+]","OBJECT T [+]","2023-11-12 01:32:46.884"
"STARLINK-3567 [+]","SNIPE 4 [+]","2023-11-12 01:33:31.817"
"STARLINK-4164 [+]","PSLV DEB [-]","2023-11-12 01:35:04.119"
"STARLINK-4778 [+]","OBJECT AX [-]","2023-11-12 01:35:08.334"
"STARLINK-1864 [+]","FLOCK 1C-5 [-]","2023-11-12 01:35:23.267"
"STARLINK-5116 [+]","OBJECT D [+]","2023-11-12 01:36:17.073"
"STARLINK-3976 [+]","FENGYUN 1C DEB [-]","2023-11-12 01:36:19.682"
"STARLINK-5911 [+]","UNKNOWN [-]","2023-11-12 01:36:43.664"
"STARLINK-6183 [+]","COSMOS 397 DEB [-]","2023-11-12 01:36:56.942"
"STARLINK-5827 [+]","TIANHUI 1-03 DEB [-]","2023-11-12 01:37:21.766"
"STARLINK-3081 [+]","CZ-4B DEB [-]","2023-11-12 01:38:28.513"
"STARLINK-2593 [+]","OBJECT AL [+]","2023-11-12 01:39:26.331"
"STARLINK-5684 [+]","CZ-4B DEB [-]","2023-11-12 01:39:27.614"
"STARLINK-1704 [+]","TITAN 3C TRANSTAGE DEB [-]","2023-11-12 01:39:28.184"
"STARLINK-1765 [+]","IRIDIUM 33 DEB [-]","2023-11-12 01:40:59.780"
"STARLINK-3821 [+]","FENGYUN 1C DEB [-]","2023-11-12 01:41:31.750"
"STARLINK-3802 [+]","SNIPE 4 [+]","2023-11-12 01:42:25.536"
"STARLINK-2599 [+]","STRATOSAT-TK 1 (RS52S) [+]","2023-11-12 01:43:12.684"
"STARLINK-1098 [+]","OBJECT P [+]","2023-11-12 01:43:59.549"
"STARLINK-5620 [+]","CZ-4 DEB [-]","2023-11-12 01:45:57.848"
"STARLINK-3121 [+]","STARLINK-5231 [P]","2023-11-12 01:47:53.242"
"STARLINK-6041 [+]","MINOTAUR 4 DEB [-]","2023-11-12 01:48:35.380"
"STARLINK-3556 [+]","PEGASUS DEB [-]","2023-11-12 01:48:48.831"
"STARLINK-5230 [+]","POPSAT-HIP-1 [-]","2023-11-12 01:48:57.545"
"STARLINK-5472 [+]","OBJECT S [+]","2023-11-12 01:49:34.672"
"STARLINK-4080 [+]","RESURS O1 DEB [-]","2023-11-12 01:50:03.903"
"STARLINK-1356 [+]","STRATOSAT-TK 1 (RS52S) [+]","2023-11-12 01:50:08.300"
"STARLINK-3706 [+]","RESURS O1 DEB [-]","2023-11-12 01:50:47.241"
"STARLINK-4642 [+]","WT 1A [?]","2023-11-12 01:50:57.553"
"STARLINK-5824 [+]","FREGAT DEB [-]","2023-11-12 01:53:43.179"
"STARLINK-1553 [+]","NANOZOND 1 (RS49S) [+]","2023-11-12 01:53:44.930"
"STARLINK-1402 [P]","STARLINK-2567 [+]","2023-11-12 01:54:40.541"
"STARLINK-5033 [+]","AZUR (GRS A) [?]","2023-11-12 01:57:04.758"
"STARLINK-5169 [+]","CZ-4B R/B [-]","2023-11-12 01:58:46.893"
"STARLINK-5074 [+]","COSMOS 2151 [?]","2023-11-12 01:58:47.488"
"STARLINK-5231 [P]","STARLINK-5258 [+]","2023-11-12 01:59:31.251"
"STARLINK-1948 [+]","OBJECT F [+]","2023-11-12 01:59:47.173"
"STARLINK-1140 [+]","KIRARI (OICETS) [?]","2023-11-12 02:00:48.205"
"STARLINK-3283 [+]","TROPICS-03 [+]","2023-11-12 02:01:33.313"
"STARLINK-5664 [+]","COSMOS 397 DEB [-]","2023-11-12 02:02:15.528"
"STARLINK-2382 [+]","FLOCK 1C-5 [-]","2023-11-12 02:03:04.774"
"STARLINK-3198 [+]","IRIDIUM 33 DEB [-]","2023-11-12 02:03:15.964"
"STARLINK-5586 [+]","MINOTAUR 4 R/B [-]","2023-11-12 02:04:13.237"
"STARLINK-4421 [+]","H-2A R/B [-]","2023-11-12 02:06:16.943"
"STARLINK-3103 [+]","CZ-4B DEB [-]","2023-11-12 02:06:32.748"
"STARLINK-6351 [+]","CZ-4B DEB [-]","2023-11-12 02:07:30.606"
"STARLINK-30104 [+]","COSMOS 2251 DEB [-]","2023-11-12 02:08:10.195"
"STARLINK-2543 [+]","OBJECT J [-]","2023-11-12 02:08:14.794"
"STARLINK-5574 [+]","UNKNOWN [-]","2023-11-12 02:08:34.557"
"STARLINK-4055 [+]","TITAN 3C TRANSTAGE DEB [-]","2023-11-12 02:08:56.417"
"STARLINK-4252 [+]","FENGYUN 1C DEB [-]","2023-11-12 02:09:43.335"
"STARLINK-2051 [+]","FENGYUN 1C DEB [-]","2023-11-12 02:09:49.647"
"STARLINK-30414 [+]","COSMOS 1842 [?]","2023-11-12 02:11:11.664"
"STARLINK-2561 [+]","AVION KALUGA 650 [+]","2023-11-12 02:11:43.360"
"STARLINK-5416 [+]","OBJECT AZ [-]","2023-11-12 02:12:06.142"
"STARLINK-5719 [+]","SITRO-AIS 6 (CHIRKIN) [+]","2023-11-12 02:15:30.087"
"STARLINK-4572 [+]","CZ-4B DEB [-]","2023-11-12 02:15:32.452"
"STARLINK-2373 [+]","UNKNOWN [-]","2023-11-12 02:15:57.198"
"STARLINK-3601 [+]","OBJECT F [+]","2023-11-12 02:16:47.834"
"STARLINK-1485 [+]","NEXTSAT-2 [+]","2023-11-12 02:16:53.520"
"STARLINK-1676 [+]","KSM1-A [+]","2023-11-12 02:17:02.451"
"STARLINK-2681 [+]","CSTP 1.1 (STC 1.1) [+]","2023-11-12 02:17:13.789"
"STARLINK-6207 [+]","COSMOS 2251 DEB [-]","2023-11-12 02:17:24.560"
"STARLINK-30133 [+]","TABLETSAT-AURORA [-]","2023-11-12 02:17:31.323"
"STARLINK-3878 [+]","SL-3 R/B [-]","2023-11-12 02:17:54.921"
"STARLINK-4150 [+]","HAWK-6A [+]","2023-11-12 02:18:32.292"
"STARLINK-3883 [+]","SL-14 R/B [-]","2023-11-12 02:19:03.066"
"STARLINK-5023 [+]","COSMOS 1869 [?]","2023-11-12 02:19:46.890"
"STARLINK-5067 [+]","COSMOS 397 DEB [-]","2023-11-12 02:22:29.391"
"STARLINK-1966 [+]","IRVINE02 [-]","2023-11-12 02:23:56.185"
"STARLINK-2620 [+]","FENGYUN 1C DEB [-]","2023-11-12 02:24:09.269"
"STARLINK-4176 [+]","COSMOS 2251 DEB [-]","2023-11-12 02:26:24.676"
"STARLINK-3716 [+]","CZ-2D DEB [-]","2023-11-12 02:27:16.619"
"STARLINK-3734 [+]","CBERS 1 DEB [-]","2023-11-12 02:28:15.257"
"STARLINK-30262 [+]","COSMOS 2251 DEB [-]","2023-11-12 02:28:30.119"
"STARLINK-3446 [+]","PEGASUS R/B [-]","2023-11-12 02:29:32.081"
"STARLINK-1688 [+]","AVUM R/B [-]","2023-11-12 02:30:16.251"
"STARLINK-4308 [+]","FREGAT DEB [-]","2023-11-12 02:30:56.246"
"STARLINK-4216 [+]","FENGYUN 1C DEB [-]","2023-11-12 02:31:55.718"
"STARLINK-1567 [+]","RAISE 2 [+]","2023-11-12 02:33:14.388"
"STARLINK-3805 [+]","FENGYUN 1C DEB [-]","2023-11-12 02:33:29.043"
"STARLINK-5186 [+]","COSMOS 2251 DEB [-]","2023-11-12 02:33:46.523"
"STARLINK-5182 [+]","OBJECT F [-]","2023-11-12 02:34:03.928"
"STARLINK-2068 [+]","MINOTAUR 4 DEB [-]","2023-11-12 02:35:18.898"
"STARLINK-4459 [+]","PEGASUS DEB [-]","2023-11-12 02:36:33.237"
"STARLINK-3506 [+]","OBJECT F [-]","2023-11-12 02:39:05.094"
"STARLINK-1693 [+]","COSMOS 2251 DEB [-]","2023-11-12 02:39:06.828"
"STARLINK-5616 [+]","COSMOS 2251 DEB [-]","2023-11-12 02:39:07.313"
"STARLINK-1029 [+]","UNKNOWN [-]","2023-11-12 02:39:07.371"
"STARLINK-30304 [+]","ELECTRON KICK STAGE R/B [-]","2023-11-12 02:39:24.064"
"STARLINK-4331 [+]","OBJECT BA [-]","2023-11-12 02:39:37.204"
"STARLINK-3898 [+]","OBJECT V [+]","2023-11-12 02:39:50.957"
"STARLINK-2628 [+]","OBJECT AE [+]","2023-11-12 02:39:51.973"
"STARLINK-4364 [+]","TITAN 3C TRANSTAGE DEB [-]","2023-11-12 02:40:09.881"
"STARLINK-4688 [+]","COSMOS 2251 DEB [-]","2023-11-12 02:41:39.931"
"STARLINK-1255 [+]","FENGYUN 1C DEB [-]","2023-11-12 02:42:03.050"
"STARLINK-1402 [P]","STARLINK-2567 [+]","2023-11-12 02:42:25.763"
"STARLINK-5472 [+]","HAWK-6B [+]","2023-11-12 02:42:41.254"
"STARLINK-3875 [+]","HAWK-6B [+]","2023-11-12 02:43:44.512"
"STARLINK-2292 [+]","STRIX-1 [+]","2023-11-12 02:44:09.468"
"STARLINK-5580 [+]","PEGASUS DEB [-]","2023-11-12 02:44:43.988"
"STARLINK-30556 [+]","COSMOS 1470 [?]","2023-11-12 02:44:50.593"
"STARLINK-1623 [+]","SL-14 DEB [-]","2023-11-12 02:44:55.736"
"STARLINK-4787 [+]","SITRO-AIS 7 (FARTUSHNIY) [+]","2023-11-12 02:45:55.056"
"STARLINK-1920 [+]","TYVAK-0130 [+]","2023-11-12 02:46:46.864"
"STARLINK-30124 [+]","FENGYUN 1C DEB [-]","2023-11-12 02:48:38.524"
"STARLINK-1103 [+]","ZORKIY 2M [+]","2023-11-12 02:48:46.380"
"STARLINK-2537 [+]","NOAA 16 DEB [-]","2023-11-12 02:48:54.962"
"STARLINK-5315 [+]","FENGYUN 1C DEB [-]","2023-11-12 02:49:44.245"
"STARLINK-4680 [+]","OBJECT F [-]","2023-11-12 02:50:15.917"
"STARLINK-2248 [+]","MONITOR-4 (RS57S) [+]","2023-11-12 02:50:41.713"
"STARLINK-3930 [+]","NEXTSAT-2 [+]","2023-11-12 02:54:01.758"
"STARLINK-2029 [+]","FENGYUN 1C DEB [-]","2023-11-12 02:54:19.899"
"STARLINK-5745 [+]","COSMOS 252 [?]","2023-11-12 02:55:18.100"
"STARLINK-3137 [+]","COSMOS 1953 [?]","2023-11-12 02:55:54.610"
"STARLINK-3291 [+]","CSTP 1.2 (STC 1.2) [+]","2023-11-12 02:55:54.897"
"STARLINK-5863 [+]","PEGASUS DEB [-]","2023-11-12 02:57:14.331"
"STARLINK-3289 [+]","STARLINK-5080 [P]","2023-11-12 02:57:23.810"
"STARLINK-5826 [+]","OBJECT BA [-]","2023-11-12 02:57:54.404"
"STARLINK-3643 [+]","METOP-A [-]","2023-11-12 02:59:05.153"
"STARLINK-3191 [+]","HAWK-6A [+]","2023-11-12 02:59:22.977"
"STARLINK-2563 [+]","FLOCK 1C-3 [-]","2023-11-12 02:59:23.280"
"STARLINK-1398 [+]","CS1 [+]","2023-11-12 02:59:51.091"
"STARLINK-4536 [+]","FENGYUN 1C DEB [-]","2023-11-12 02:59:53.879"
"STARLINK-1460 [+]","H-2A DEB [-]","2023-11-12 02:59:57.524"
"STARLINK-5204 [+]","CHUBUSAT-3 [-]","2023-11-12 03:00:05.285"
"STARLINK-2132 [+]","SITRO-AIS 5 (KATYS) [+]","2023-11-12 03:02:02.470"
"STARLINK-3910 [+]","MINOTAUR 4 DEB [-]","2023-11-12 03:02:15.536"
"STARLINK-3657 [+]","COSMOS 249 DEB [-]","2023-11-12 03:02:22.056"
"STARLINK-2628 [+]","SITRO-AIS 10 (BURDAEV) [+]","2023-11-12 03:03:10.144"
"STARLINK-2441 [+]","PEGASUS DEB [-]","2023-11-12 03:04:37.902"
"STARLINK-3765 [+]","FENGYUN 1C DEB [-]","2023-11-12 03:05:02.101"
"STARLINK-4664 [+]","HAWK-6A [+]","2023-11-12 03:05:41.254"
"STARLINK-5884 [+]","UNISAT-5 [-]","2023-11-12 03:05:49.377"
"STARLINK-1403 [+]","KSM1-D [+]","2023-11-12 03:06:01.278"
"STARLINK-5143 [+]","FENGYUN 1C DEB [-]","2023-11-12 03:07:28.708"
"STARLINK-4758 [+]","DICE-F [-]","2023-11-12 03:07:57.797"
"STARLINK-3845 [+]","COSMOS 1975 [?]","2023-11-12 03:08:25.702"
"STARLINK-5204 [+]","ARCCUBE 1 (RS25S) [+]","2023-11-12 03:08:49.104"
"STARLINK-4164 [+]","PSLV DEB [-]","2023-11-12 03:10:29.938"
"STARLINK-2654 [+]","OBJECT AS [+]","2023-11-12 03:11:48.080"
"STARLINK-5421 [+]","SL-8 DEB [-]","2023-11-12 03:12:01.979"
"STARLINK-30174 [+]","ARIANE 1 DEB [-]","2023-11-12 03:12:05.879"
