OBJECT_NAME_1,OBJECT_NAME_2,TCA
"STARLINK-3126 [+]","COSMOS 1975 [?]","2023-11-09 04:41:47.130"
"STARLINK-5668 [+]","ASTRO-H (HITOMI) [-]","2023-11-09 04:41:55.331"
"STARLINK-30299 [+]","COSMOS 2251 DEB [-]","2023-11-09 04:42:11.502"
"STARLINK-2305 [+]","ARIANE 40+3 R/B [-]","2023-11-09 04:42:11.552"
"STARLINK-4552 [+]","GFO [-]","2023-11-09 04:44:27.459"
"STARLINK-2029 [+]","MONITOR-2 (RS39S) [+]","2023-11-09 04:44:32.858"
"STARLINK-5317 [+]","NOAA 16 DEB [-]","2023-11-09 04:44:39.196"
"STARLINK-4316 [+]","SL-14 DEB [-]","2023-11-09 04:46:00.806"
"STARLINK-5444 [+]","OBJECT L [+]","2023-11-09 04:46:01.777"
"STARLINK-5444 [+]","OBJECT AN [+]","2023-11-09 04:46:02.244"
"STARLINK-5336 [+]","CZ-4B R/B [-]","2023-11-09 04:46:46.374"
"STARLINK-5814 [+]","H-2A DEB [-]","2023-11-09 04:47:54.889"
"STARLINK-30308 [+]","COSMOS 2251 DEB [-]","2023-11-09 04:49:07.613"
"STARLINK-3616 [+]","FLOCK 1C-8 [-]","2023-11-09 04:49:16.978"
"STARLINK-6242 [+]","IRIDIUM 33 DEB [-]","2023-11-09 04:50:02.427"
"STARLINK-5289 [+]","COSMOS 2251 DEB [-]","2023-11-09 04:50:41.965"
"STARLINK-30776 [+]","FLOCK 4V-4 [-]","2023-11-09 04:52:17.752"
"STARLINK-2460 [+]","FENGYUN 1C DEB [-]","2023-11-09 04:52:53.647"
"STARLINK-1208 [+]","OBJECT AY [-]","2023-11-09 04:54:45.310"
"STARLINK-5420 [+]","OBJECT AE [+]","2023-11-09 04:56:24.039"
"STARLINK-2533 [+]","OBJECT AS [+]","2023-11-09 04:56:57.375"
"STARLINK-1572 [+]","FENGYUN 1C DEB [-]","2023-11-09 04:57:45.498"
"STARLINK-6311 [+]","SL-8 DEB [-]","2023-11-09 04:57:46.203"
"STARLINK-1195 [+]","FLOCK 4E'-7 [+]","2023-11-09 04:58:06.079"
"STARLINK-1923 [+]","DRUMS [+]","2023-11-09 05:00:13.056"
"STARLINK-4462 [+]","SL-14 R/B [-]","2023-11-09 05:00:59.722"
"STARLINK-1468 [P]","DELTA 1 DEB [-]","2023-11-09 05:01:20.184"
"STARLINK-4142 [+]","ELECTRON R/B [-]","2023-11-09 05:03:54.782"
"STARLINK-5179 [+]","CZ-4 DEB [-]","2023-11-09 05:05:27.299"
"STARLINK-4324 [+]","STARLING 2 [+]","2023-11-09 05:07:48.880"
"STARLINK-3274 [+]","HAWK-6A [+]","2023-11-09 05:08:00.204"
"STARLINK-5851 [+]","CZ-4B DEB [-]","2023-11-09 05:08:05.762"
"STARLINK-3927 [+]","DELTA 1 DEB [-]","2023-11-09 05:08:08.504"
"STARLINK-2444 [+]","FENGYUN 1C DEB [-]","2023-11-09 05:08:42.758"
"STARLINK-5988 [+]","COSMOS 2251 DEB [-]","2023-11-09 05:08:46.873"
"STARLINK-5168 [+]","COSMOS 374 DEB [-]","2023-11-09 05:09:02.357"
"STARLINK-1098 [+]","CSTP 1.2 (STC 1.2) [+]","2023-11-09 05:09:42.968"
"STARLINK-4423 [+]","IRIDIUM 33 DEB [-]","2023-11-09 05:13:42.490"
"STARLINK-1606 [+]","FENGYUN 1C DEB [-]","2023-11-09 05:13:45.666"
"STARLINK-6337 [+]","IRIDIUM 33 DEB [-]","2023-11-09 05:14:39.776"
"STARLINK-1498 [P]","SPACEBEE-158 [+]","2023-11-09 05:14:52.470"
"STARLINK-5984 [+]","STARLING 2 [+]","2023-11-09 05:15:17.759"
"STARLINK-3850 [+]","FENGYUN 1C DEB [-]","2023-11-09 05:15:37.410"
"STARLINK-4059 [+]","SVYATOBOR 1 (RS60S) [+]","2023-11-09 05:15:39.893"
"STARLINK-4123 [+]","COSMOS 252 DEB [-]","2023-11-09 05:16:21.627"
"STARLINK-2628 [+]","CZ-2C R/B [-]","2023-11-09 05:16:49.393"
"STARLINK-1312 [+]","COSMOS 1536 [?]","2023-11-09 05:17:40.397"
"STARLINK-4416 [+]","FENGYUN 1C DEB [-]","2023-11-09 05:18:00.418"
"STARLINK-5852 [+]","CZ-4C R/B [-]","2023-11-09 05:19:00.402"
"STARLINK-5127 [+]","PSLV DEB [-]","2023-11-09 05:21:00.565"
"STARLINK-3826 [+]","PSLV DEB [-]","2023-11-09 05:21:17.004"
"STARLINK-4726 [+]","COSMOS 249 DEB [-]","2023-11-09 05:22:02.426"
"STARLINK-3625 [+]","CZ-2D DEB [-]","2023-11-09 05:22:18.953"
"STARLINK-5870 [+]","COSMOS 2251 DEB [-]","2023-11-09 05:23:02.223"
"STARLINK-1961 [+]","FENGYUN 1C DEB [-]","2023-11-09 05:25:37.799"
"STARLINK-4610 [+]","PEGASUS DEB [-]","2023-11-09 05:26:04.135"
"STARLINK-3610 [+]","ELECTRON R/B [-]","2023-11-09 05:27:21.203"
"STARLINK-6375 [+]","OBJECT AW [-]","2023-11-09 05:27:27.050"
"STARLINK-5576 [+]","PSLV DEB [-]","2023-11-09 05:29:32.610"
"STARLINK-3343 [+]","TROPICS-07 [+]","2023-11-09 05:29:40.394"
"STARLINK-2146 [+]","OBJECT D [+]","2023-11-09 05:29:43.298"
"STARLINK-3292 [+]","OBJECT A [+]","2023-11-09 05:30:21.943"
"STARLINK-30317 [+]","OBJECT G [?]","2023-11-09 05:32:42.036"
"STARLINK-1331 [+]","COSMOS 2251 DEB [-]","2023-11-09 05:33:00.297"
"STARLINK-2006 [+]","COSMOS 2251 DEB [-]","2023-11-09 05:33:40.486"
"STARLINK-3197 [+]","COSMOS 252 DEB [-]","2023-11-09 05:34:27.686"
"STARLINK-30343 [+]","VESTA-1 [-]","2023-11-09 05:34:36.369"
"STARLINK-3928 [+]","FENGYUN 1C DEB [-]","2023-11-09 05:37:20.342"
"STARLINK-4009 [+]","CZ-4B DEB [-]","2023-11-09 05:37:29.331"
"STARLINK-3079 [+]","PSLV DEB [-]","2023-11-09 05:37:39.511"
"STARLINK-5675 [+]","SITRO-AIS 6 (CHIRKIN) [+]","2023-11-09 05:37:53.703"
"STARLINK-4391 [+]","COSMOS 252 DEB [-]","2023-11-09 05:38:20.284"
"STARLINK-5172 [+]","SL-3 R/B [-]","2023-11-09 05:40:08.770"
"STARLINK-5815 [+]","ANSER-FLW2 [+]","2023-11-09 05:41:01.172"
"STARLINK-4624 [+]","OBJECT H [+]","2023-11-09 05:41:43.157"
"STARLINK-1705 [+]","PSLV DEB [-]","2023-11-09 05:42:30.122"
"STARLINK-3204 [+]","IUS R/B(1) [-]","2023-11-09 05:45:22.086"
"STARLINK-5048 [+]","DMSP 5D-2 F13 DEB [-]","2023-11-09 05:45:32.940"
"STARLINK-3111 [+]","RESURS O1 DEB [-]","2023-11-09 05:45:49.718"
"STARLINK-4480 [+]","OKEAN-1 [?]","2023-11-09 05:46:26.152"
"STARLINK-4799 [+]","RESURS O1 DEB [-]","2023-11-09 05:47:21.381"
"STARLINK-6156 [+]","COSMOS 2251 DEB [-]","2023-11-09 05:47:35.932"
"STARLINK-5446 [+]","STARLINK-2715 [-]","2023-11-09 05:49:00.263"
"STARLINK-2692 [+]","CZ-4B DEB [-]","2023-11-09 05:49:33.183"
"STARLINK-5614 [+]","CZ-4B DEB [-]","2023-11-09 05:49:35.060"
"STARLINK-4366 [+]","OBJECT C [-]","2023-11-09 05:51:18.085"
"STARLINK-3897 [+]","COSMOS 2251 DEB [-]","2023-11-09 05:54:26.892"
"STARLINK-4386 [+]","COSMOS 2251 DEB [-]","2023-11-09 05:54:33.255"
"STARLINK-5855 [+]","AAC-HSI-SAT2 [+]","2023-11-09 05:55:47.959"
"STARLINK-1334 [+]","SEDSAT 1 (SO-33) [-]","2023-11-09 05:56:11.644"
"STARLINK-2726 [+]","CHUBUSAT-2 [-]","2023-11-09 05:57:00.323"
"STARLINK-5054 [+]","OBJECT B [+]","2023-11-09 05:57:27.838"
"STARLINK-3572 [+]","NOAA 16 DEB [-]","2023-11-09 05:57:38.034"
"STARLINK-4673 [+]","FENGYUN 1C DEB [-]","2023-11-09 05:58:02.918"
"STARLINK-4637 [+]","OBJECT AW [-]","2023-11-09 05:58:05.834"
"STARLINK-30036 [+]","PSLV R/B [-]","2023-11-09 05:58:14.563"
"STARLINK-3386 [+]","MONITOR-4 (RS57S) [+]","2023-11-09 05:58:32.694"
"STARLINK-4597 [+]","SNIPE 2 [+]","2023-11-09 05:58:59.804"
"STARLINK-30160 [+]","SL-3 R/B [-]","2023-11-09 05:59:01.009"
"STARLINK-1365 [+]","KUZGTU 1 (RS47S) [+]","2023-11-09 05:59:34.692"
"STARLINK-3643 [+]","OBJECT E [+]","2023-11-09 05:59:57.618"
"STARLINK-1857 [+]","PSLV DEB [-]","2023-11-09 06:00:09.292"
"STARLINK-1583 [+]","CUBESX-HSE 3 (RS42S) [+]","2023-11-09 06:00:40.075"
"STARLINK-1600 [+]","CZ-2D DEB [-]","2023-11-09 06:01:16.082"
"STARLINK-30302 [+]","PSLV R/B [-]","2023-11-09 06:02:46.323"
"STARLINK-30408 [+]","CZ-2C R/B [-]","2023-11-09 06:03:20.497"
"STARLINK-1172 [+]","TYVAK-0130 [+]","2023-11-09 06:04:44.161"
"STARLINK-30170 [+]","OBJECT AX [-]","2023-11-09 06:06:57.124"
"STARLINK-1187 [+]","AVUM R/B [-]","2023-11-09 06:07:04.959"
"STARLINK-5155 [+]","OBJECT B [+]","2023-11-09 06:07:08.546"
"STARLINK-5693 [+]","UNKNOWN [-]","2023-11-09 06:07:42.140"
"STARLINK-5531 [+]","PEGASUS DEB [-]","2023-11-09 06:08:13.010"
"STARLINK-5456 [+]","BREEZE-M DEB [-]","2023-11-09 06:08:13.722"
"STARLINK-2180 [+]","OBJECT J [-]","2023-11-09 06:09:19.392"
"STARLINK-2646 [+]","FENGYUN 1C DEB [-]","2023-11-09 06:09:40.386"
"STARLINK-4679 [+]","FENGYUN 1C DEB [-]","2023-11-09 06:09:44.040"
"STARLINK-2572 [+]","FENGYUN 1C DEB [-]","2023-11-09 06:10:24.448"
"STARLINK-3945 [+]","OBJECT F [-]","2023-11-09 06:11:06.384"
"STARLINK-6356 [+]","CZ-2D DEB [-]","2023-11-09 06:11:27.602"
"STARLINK-1611 [+]","COMPASS-1 [-]","2023-11-09 06:12:10.477"
"STARLINK-5769 [+]","SCOUT G-1 DEB [-]","2023-11-09 06:12:40.154"
"STARLINK-1222 [+]","NANOZOND 1 (RS49S) [+]","2023-11-09 06:15:44.080"
"STARLINK-30107 [+]","CBERS 1 DEB [-]","2023-11-09 06:17:45.138"
"STARLINK-4121 [+]","SL-3 R/B [-]","2023-11-09 06:17:45.315"
"STARLINK-30208 [+]","CZ-4B R/B [-]","2023-11-09 06:20:23.081"
"STARLINK-3580 [+]","OBJECT F [-]","2023-11-09 06:21:11.926"
"STARLINK-1750 [+]","GFO [-]","2023-11-09 06:21:17.993"
"STARLINK-30335 [+]","COSMOS 2251 DEB [-]","2023-11-09 06:22:10.938"
"STARLINK-3341 [+]","COSMOS 249 DEB [-]","2023-11-09 06:22:27.371"
"STARLINK-3805 [+]","IRIDIUM 33 DEB [-]","2023-11-09 06:22:34.823"
"STARLINK-5018 [+]","DICE-F [-]","2023-11-09 06:24:50.528"
"STARLINK-1989 [+]","CZ-4B DEB [-]","2023-11-09 06:24:52.462"
"STARLINK-3914 [+]","OBJECT L [+]","2023-11-09 06:26:17.128"
"STARLINK-30360 [+]","FENGYUN 1C DEB [-]","2023-11-09 06:27:01.267"
"STARLINK-3300 [+]","OBJECT X [-]","2023-11-09 06:27:16.791"
"STARLINK-3738 [+]","HAWK-6C [+]","2023-11-09 06:30:06.515"
"STARLINK-3803 [+]","COSMOS 2251 DEB [-]","2023-11-09 06:30:12.486"
"STARLINK-3792 [+]","OBJECT AC [+]","2023-11-09 06:30:25.832"
"STARLINK-6037 [+]","COSMOS 2151 [?]","2023-11-09 06:33:08.288"
"STARLINK-6172 [+]","CBERS 1 DEB [-]","2023-11-09 06:33:14.347"
"STARLINK-3305 [+]","OBJECT V [+]","2023-11-09 06:33:17.742"
"STARLINK-1139 [P]","STARLINK-30486 [+]","2023-11-09 06:35:01.289"
"STARLINK-2147 [+]","PEGASUS DEB [-]","2023-11-09 06:35:24.490"
"STARLINK-2533 [+]","FENGYUN 1C DEB [-]","2023-11-09 06:38:08.400"
"STARLINK-1221 [+]","DMSP 5D-2 F13 DEB [-]","2023-11-09 06:40:37.810"
"STARLINK-30085 [+]","OBJECT C [+]","2023-11-09 06:40:53.837"
"STARLINK-2051 [+]","A-SEANSAT-PG1 [+]","2023-11-09 06:41:37.186"
"STARLINK-30592 [+]","ISS DEB [-]","2023-11-09 06:42:10.487"
"STARLINK-5960 [+]","CZ-6A DEB [-]","2023-11-09 06:42:16.737"
"STARLINK-30260 [+]","SL-3 DEB [-]","2023-11-09 06:42:34.462"
"STARLINK-4038 [+]","FLOCK 1C-8 [-]","2023-11-09 06:44:11.515"
"STARLINK-6224 [+]","CZ-4B DEB [-]","2023-11-09 06:44:16.216"
"STARLINK-5168 [+]","COSMOS 374 DEB [-]","2023-11-09 06:44:27.770"
"STARLINK-1093 [+]","NETSAT-1 [+]","2023-11-09 06:47:59.458"
"STARLINK-3991 [+]","CZ-2D DEB [-]","2023-11-09 06:48:35.408"
"STARLINK-5219 [+]","RESURS O1 DEB [-]","2023-11-09 06:50:16.638"
"STARLINK-3781 [+]","H-2A DEB [-]","2023-11-09 06:51:46.732"
"STARLINK-1405 [+]","TITAN 3C TRANSTAGE DEB [-]","2023-11-09 06:52:06.741"
"STARLINK-1994 [+]","THORAD AGENA D DEB [-]","2023-11-09 06:52:16.480"
"STARLINK-4206 [+]","SL-8 DEB [-]","2023-11-09 06:52:23.309"
"STARLINK-30474 [+]","COSMOS 2251 DEB [-]","2023-11-09 06:53:33.057"
"STARLINK-5031 [+]","HAWK-6C [+]","2023-11-09 06:55:02.070"
"STARLINK-2107 [+]","COSMOS 2251 DEB [-]","2023-11-09 06:55:24.223"
"STARLINK-1553 [+]","ARCCUBE 1 (RS25S) [+]","2023-11-09 06:56:45.165"
"STARLINK-3622 [+]","COSMOS 252 DEB [-]","2023-11-09 06:58:54.131"
"STARLINK-3318 [+]","PEGASUS DEB [-]","2023-11-09 07:01:58.357"
"STARLINK-2745 [+]","SL-14 DEB [-]","2023-11-09 07:03:13.839"
"STARLINK-4045 [+]","TROPICS-07 [+]","2023-11-09 07:03:45.492"
"STARLINK-5985 [+]","CZ-4B DEB [-]","2023-11-09 07:04:06.612"
"STARLINK-30296 [+]","COSMOS 252 DEB [-]","2023-11-09 07:04:45.007"
"STARLINK-6369 [+]","THOR ABLESTAR DEB [-]","2023-11-09 07:07:17.939"
"STARLINK-30119 [+]","OBJECT F [-]","2023-11-09 07:08:21.129"
"STARLINK-5355 [+]","FENGYUN 1C DEB [-]","2023-11-09 07:08:40.767"
"STARLINK-2705 [+]","OBJECT E [+]","2023-11-09 07:09:15.418"
"STARLINK-30343 [+]","VESTA-1 [-]","2023-11-09 07:10:24.860"
"STARLINK-2473 [+]","IRIDIUM 33 DEB [-]","2023-11-09 07:10:44.720"
"STARLINK-1710 [+]","PSLV DEB [-]","2023-11-09 07:10:57.590"
"STARLINK-1577 [+]","NOAA 16 DEB [-]","2023-11-09 07:11:55.480"
"STARLINK-5813 [+]","CZ-4C DEB [-]","2023-11-09 07:15:19.010"
"STARLINK-3864 [+]","THOR ABLESTAR DEB [-]","2023-11-09 07:15:56.939"
"STARLINK-3652 [+]","COSMOS 1862 [?]","2023-11-09 07:16:13.617"
"STARLINK-1976 [+]","FENGYUN 1C DEB [-]","2023-11-09 07:16:18.825"
"STARLINK-5507 [+]","ANSER-FLW2 [+]","2023-11-09 07:17:02.476"
"STARLINK-2061 [+]","FENGYUN 1C DEB [-]","2023-11-09 07:20:07.636"
"STARLINK-6367 [+]","IRIDIUM 33 DEB [-]","2023-11-09 07:20:28.632"
"STARLINK-30427 [+]","MINOTAUR 4 DEB [-]","2023-11-09 07:23:20.967"
"STARLINK-2473 [+]","COSMOS 2251 DEB [-]","2023-11-09 07:25:05.500"
"STARLINK-5814 [+]","CSC-2 [+]","2023-11-09 07:26:24.356"
"STARLINK-3949 [+]","HAWK-6B [+]","2023-11-09 07:26:46.280"
"STARLINK-3519 [+]","FENGYUN 1C DEB [-]","2023-11-09 07:27:29.105"
"STARLINK-5823 [+]","SL-3 DEB [-]","2023-11-09 07:27:46.196"
"STARLINK-3983 [+]","ZORKIY 2M [+]","2023-11-09 07:29:12.033"
"STARLINK-3136 [+]","WT 1A [?]","2023-11-09 07:32:04.688"
"STARLINK-3350 [+]","OBJECT B [+]","2023-11-09 07:32:21.511"
"STARLINK-1350 [+]","AAC-HSI-SAT1 [+]","2023-11-09 07:32:51.829"
"STARLINK-4466 [+]","CUBEBEL 2 (EU11S) [+]","2023-11-09 07:33:36.984"
"STARLINK-6143 [+]","CZ-4B DEB [-]","2023-11-09 07:36:04.292"
"STARLINK-2124 [+]","H-2A R/B [-]","2023-11-09 07:36:13.703"
"STARLINK-3136 [+]","NEUSAR [+]","2023-11-09 07:36:36.971"
"STARLINK-4792 [+]","OBJECT BB [-]","2023-11-09 07:36:48.518"
"STARLINK-1305 [+]","STRIX-1 [+]","2023-11-09 07:38:33.798"
"STARLINK-5513 [+]","FENGYUN 1C DEB [-]","2023-11-09 07:39:00.991"
"STARLINK-5948 [+]","FLOCK 1C-3 [-]","2023-11-09 07:39:42.676"
"STARLINK-5508 [+]","CBERS 1 DEB [-]","2023-11-09 07:40:09.519"
"STARLINK-1532 [+]","SL-19 R/B [-]","2023-11-09 07:41:32.744"
"STARLINK-3235 [+]","OKEAN-1 [?]","2023-11-09 07:41:38.650"
"STARLINK-5125 [+]","SITRO-AIS 10 (BURDAEV) [+]","2023-11-09 07:43:07.169"
"STARLINK-5942 [+]","COSMOS 2251 DEB [-]","2023-11-09 07:43:41.933"
"STARLINK-5248 [+]","OKEAN-1 [?]","2023-11-09 07:45:15.292"
"STARLINK-3765 [+]","OBJECT Y [+]","2023-11-09 07:45:19.632"
"STARLINK-3316 [P]","COSMOS 1703 [?]","2023-11-09 07:45:52.904"
"STARLINK-1221 [+]","ARCCUBE 1 (RS25S) [+]","2023-11-09 07:46:01.280"
"STARLINK-2453 [+]","PSLV R/B [-]","2023-11-09 07:46:13.526"
"STARLINK-3182 [+]","UTMN 2 (RS27S) [+]","2023-11-09 07:46:57.892"
"STARLINK-5132 [+]","OBJECT G [+]","2023-11-09 07:48:17.993"
"STARLINK-1760 [+]","NANOZOND 1 (RS49S) [+]","2023-11-09 07:49:55.472"
"STARLINK-3319 [+]","A-SEANSAT-PG1 [+]","2023-11-09 07:53:35.846"
"STARLINK-6056 [+]","YUNHAI 1-02 DEB [-]","2023-11-09 07:53:50.281"
"STARLINK-3832 [+]","OBJECT AC [+]","2023-11-09 07:57:10.387"
"STARLINK-2561 [+]","ELECTRON KICK STAGE R/B [-]","2023-11-09 08:00:11.674"
"STARLINK-5379 [+]","CZ-2C R/B [-]","2023-11-09 08:00:36.984"
"STARLINK-5508 [+]","NAXING 1 [?]","2023-11-09 08:00:40.130"
"STARLINK-1818 [+]","COSMOS 1975 [?]","2023-11-09 08:01:25.169"
"STARLINK-3077 [+]","LEMUR-2-MANO [+]","2023-11-09 08:01:33.806"
"STARLINK-4430 [+]","FLOCK 1C-10 [-]","2023-11-09 08:02:01.265"
"STARLINK-5717 [+]","SL-16 DEB [-]","2023-11-09 08:02:18.100"
"STARLINK-30224 [+]","CBERS 1 DEB [-]","2023-11-09 08:02:19.939"
"STARLINK-3796 [+]","OBJECT F [-]","2023-11-09 08:02:55.670"
"STARLINK-4727 [+]","SL-14 R/B [-]","2023-11-09 08:03:29.328"
"STARLINK-6074 [+]","RAPIDEYE 1 [-]","2023-11-09 08:05:26.129"
"STARLINK-3512 [+]","CBERS 1 DEB [-]","2023-11-09 08:06:14.033"
"STARLINK-5785 [+]","PEGASUS DEB [-]","2023-11-09 08:10:31.346"
"STARLINK-4635 [+]","OBJECT BA [-]","2023-11-09 08:11:56.376"
"STARLINK-6242 [+]","DIAMANT DEB [-]","2023-11-09 08:12:19.621"
"STARLINK-3044 [+]","COSMOS 1953 [?]","2023-11-09 08:12:55.412"
"STARLINK-4448 [+]","COSMOS 2251 DEB [-]","2023-11-09 08:13:08.899"
"STARLINK-1925 [+]","TITAN 3C TRANSTAGE DEB [-]","2023-11-09 08:13:19.200"
"STARLINK-5568 [+]","THORAD AGENA D DEB [-]","2023-11-09 08:13:46.047"
"STARLINK-1524 [+]","OBJECT P [+]","2023-11-09 08:18:48.901"
"STARLINK-5357 [+]","CSTP 1.1 (STC 1.1) [+]","2023-11-09 08:19:39.614"
"STARLINK-3665 [+]","SL-3 R/B [-]","2023-11-09 08:19:42.035"
"STARLINK-5168 [+]","COSMOS 374 DEB [-]","2023-11-09 08:19:53.177"
"STARLINK-2146 [+]","THOR ABLESTAR DEB [-]","2023-11-09 08:20:29.314"
"STARLINK-5551 [+]","FLOCK 1C-4 [-]","2023-11-09 08:22:42.986"
"STARLINK-3915 [+]","TITAN 3C TRANSTAGE DEB [-]","2023-11-09 08:23:13.791"
"STARLINK-3991 [+]","CZ-2D DEB [-]","2023-11-09 08:24:03.458"
"STARLINK-5879 [+]","ARIANE 1 DEB [-]","2023-11-09 08:25:05.507"
"STARLINK-2558 [+]","COSMOS 2251 DEB [-]","2023-11-09 08:25:25.940"
"STARLINK-6263 [+]","PSLV DEB [-]","2023-11-09 08:25:52.412"
"STARLINK-2010 [+]","STRATOSAT-TK 1 (RS52S) [+]","2023-11-09 08:27:11.541"
"STARLINK-4206 [+]","SL-8 DEB [-]","2023-11-09 08:27:48.025"
"STARLINK-1227 [+]","SITRO-AIS 11 (SHEFFER) [+]","2023-11-09 08:28:31.528"
"STARLINK-5128 [+]","OBJECT S [+]","2023-11-09 08:28:53.127"
"STARLINK-3642 [+]","COSMOS 1975 [?]","2023-11-09 08:29:03.343"
"STARLINK-4617 [+]","SITRO-AIS 6 (CHIRKIN) [+]","2023-11-09 08:29:35.740"
"STARLINK-4258 [+]","NANOZOND 1 (RS49S) [+]","2023-11-09 08:31:22.107"
"STARLINK-6086 [+]","PSLV DEB [-]","2023-11-09 08:31:57.682"
"STARLINK-4430 [+]","IRIDIUM 33 DEB [-]","2023-11-09 08:34:58.910"
"STARLINK-5975 [+]","CZ-4B DEB [-]","2023-11-09 08:35:39.323"
"STARLINK-5877 [+]","PSLV DEB [-]","2023-11-09 08:37:16.287"
"STARLINK-4063 [+]","PEGASUS DEB [-]","2023-11-09 08:38:17.056"
"STARLINK-2613 [+]","NANOZOND 1 (RS49S) [+]","2023-11-09 08:38:20.154"
"STARLINK-1422 [+]","FENGYUN 1C DEB [-]","2023-11-09 08:39:28.184"
"STARLINK-6212 [+]","LEMUR-2-MANO [+]","2023-11-09 08:40:42.114"
"STARLINK-5641 [+]","PSLV DEB [-]","2023-11-09 08:40:59.112"
"STARLINK-3303 [P]","MAYA-6 [+]","2023-11-09 08:40:59.569"
"STARLINK-5538 [+]","MINOTAUR 4 DEB [-]","2023-11-09 08:41:17.035"
"STARLINK-2512 [+]","CZ-4B R/B [-]","2023-11-09 08:42:47.232"
"STARLINK-5385 [+]","CZ-4B DEB [-]","2023-11-09 08:44:11.732"
"STARLINK-5763 [+]","A-SEANSAT-PG1 [+]","2023-11-09 08:44:22.347"
"STARLINK-5635 [+]","AAC-HSI-SAT2 [+]","2023-11-09 08:44:36.788"
"STARLINK-4422 [+]","CZ-4C R/B [-]","2023-11-09 08:45:02.737"
"STARLINK-3535 [+]","IRVINE02 [-]","2023-11-09 08:45:10.344"
"STARLINK-4139 [+]","OBJECT AJ [+]","2023-11-09 08:45:25.557"
"STARLINK-1720 [+]","CSTP 1.1 (STC 1.1) [+]","2023-11-09 08:46:47.711"
"STARLINK-1474 [+]","CZ-4C R/B [-]","2023-11-09 08:50:19.576"
"STARLINK-5952 [+]","FENGYUN 1C DEB [-]","2023-11-09 08:50:38.197"
"STARLINK-5491 [+]","COSMOS 252 DEB [-]","2023-11-09 08:50:56.217"
"STARLINK-5229 [+]","OBJECT K [+]","2023-11-09 08:51:19.366"
"STARLINK-3232 [+]","MAGION 3 [?]","2023-11-09 08:52:09.299"
"STARLINK-3941 [+]","OBJECT F [+]","2023-11-09 08:52:29.144"
"STARLINK-5467 [+]","FENGYUN 1C DEB [-]","2023-11-09 08:53:37.424"
"STARLINK-4520 [+]","FLOCK 1C-11 [-]","2023-11-09 08:56:26.283"
"STARLINK-1221 [+]","COSMOS 397 DEB [-]","2023-11-09 08:57:59.897"
"STARLINK-2542 [+]","CHUBUSAT-2 [-]","2023-11-09 09:00:04.707"
"STARLINK-30702 [+]","BREEZE-M DEB [-]","2023-11-09 09:00:27.894"
"STARLINK-3570 [+]","MINOTAUR 4 DEB [-]","2023-11-09 09:00:35.499"
"STARLINK-5922 [+]","CZ-6A DEB [-]","2023-11-09 09:02:26.738"
"STARLINK-3519 [+]","FENGYUN 1C DEB [-]","2023-11-09 09:03:00.102"
"STARLINK-1965 [+]","CUSAT 2 & FALCON 9 R/B [-]","2023-11-09 09:03:52.002"
"STARLINK-3355 [+]","IRIDIUM 33 DEB [-]","2023-11-09 09:04:20.427"
"STARLINK-3553 [+]","NEUSAR [+]","2023-11-09 09:04:22.691"
"STARLINK-5013 [+]","PSLV R/B [-]","2023-11-09 09:04:44.332"
"STARLINK-5749 [+]","PSLV R/B [-]","2023-11-09 09:05:11.979"
"STARLINK-5335 [+]","CZ-4B DEB [-]","2023-11-09 09:07:10.662"
"STARLINK-1036 [+]","FENGYUN 1C DEB [-]","2023-11-09 09:07:57.971"
"STARLINK-1185 [+]","FLOCK 1C-11 [-]","2023-11-09 09:08:00.963"
"STARLINK-1133 [+]","STRIX-1 [+]","2023-11-09 09:08:08.617"
"STARLINK-30327 [+]","UNKNOWN [-]","2023-11-09 09:08:42.199"
"STARLINK-30386 [+]","COSMOS 2251 DEB [-]","2023-11-09 09:09:20.665"
"STARLINK-3242 [+]","ELECTRON KICK STAGE R/B [-]","2023-11-09 09:09:47.473"
"STARLINK-1524 [+]","CUPID [+]","2023-11-09 09:10:09.238"
"STARLINK-5766 [+]","FENGYUN 1C DEB [-]","2023-11-09 09:11:22.165"
"STARLINK-2307 [+]","SLS DEB [-]","2023-11-09 09:13:24.108"
"STARLINK-5321 [+]","TITAN 3C TRANSTAGE DEB [-]","2023-11-09 09:13:38.367"
"STARLINK-4660 [+]","ELECTRON KICK STAGE R/B [-]","2023-11-09 09:14:06.422"
"STARLINK-5417 [+]","COSMOS 2251 DEB [-]","2023-11-09 09:15:07.003"
"STARLINK-2031 [+]","POLYTECH-UNIVERSE 3 (RS46S) [+]","2023-11-09 09:15:34.863"
"STARLINK-3189 [+]","SITRO-AIS 9 (SHCHUKIN) [+]","2023-11-09 09:17:08.767"
"STARLINK-3042 [+]","FENGYUN 1C DEB [-]","2023-11-09 09:17:32.633"
"STARLINK-5910 [+]","COSMOS 2251 DEB [-]","2023-11-09 09:17:36.170"
"STARLINK-2548 [+]","MINOTAUR 4 DEB [-]","2023-11-09 09:17:37.293"
"STARLINK-5003 [+]","OBJECT AL [+]","2023-11-09 09:18:02.627"
"STARLINK-3243 [+]","OKEAN-1 [?]","2023-11-09 09:18:11.559"
"STARLINK-5397 [+]","FLOCK 1C-3 [-]","2023-11-09 09:18:24.108"
"STARLINK-1553 [+]","ARCCUBE 1 (RS25S) [+]","2023-11-09 09:20:10.068"
