NORAD_CAT_ID_1,OBJECT_NAME_1,NORAD_CAT_ID_2,OBJECT_NAME_2,MAX_PROB,DILUTION
49262,"CS2 [+]",54847,"STARLINK-5061 [+]",0.000006733,0.615
52674,"STARLINK-3936 [+]",57034,"OBJECT AG [+]",0.000007952,0.56
53159,"STARLINK-4111 [+]",56743,"NEXTSAT-2 [+]",0.000004753,0.866
49018,"NINGXIA-1 6 [+]",54330,"CZ-6A DEB [-]",0.0000009238,0.67
45163,"ONEWEB-0062 [+]",17725,"COSMOS 374 DEB [-]",0.000008727,0.366
52935,"DS-EO [+]",57908,"STARLINK-30464 [+]",0.0000005941,0.671
49002,"ONEWEB-0284 [+]",5905,"COSMOS 480 [?]",0.000002796,0.839
55764,"STARLINK-5499 [+]",37444,"FENGYUN 1C DEB [-]",0.000006675,0.753
46495,"SALSAT [+]",47735,"STARLINK-2146 [+]",0.00003259,0.31
26702,"ODIN [+]",44861,"LEMUR-2-PAPPY [+]",0.000002016,0.738
56154,"OBJECT B [+]",56155,"OBJECT C [+]",0.0000007734,0.563
47597,"STARLINK-2002 [+]",42830,"OBJECT F [-]",0.000005943,0.765
56958,"GHOST-3 [+]",57439,"STARLINK-30173 [+]",0.0000006252,0.826
54071,"STARLINK-5168 [+]",5189,"COSMOS 374 DEB [-]",0.0000117,0.436
56839,"STARLINK-30076 [+]",38784,"FENGYUN 1C DEB [-]",0.000003285,0.289
46505,"NETSAT-3 [+]",53038,"STARLINK-4156 [+]",0.000004892,0.708
55293,"STARLINK-5287 [+]",42834,"OBJECT K [-]",0.00001325,0.577
41604,"BIROS [+]",56196,"VIGORIDE-6 [+]",0.0000008495,0.766
57228,"STARLINK-6230 [+]",312,"DELTA 1 DEB [-]",0.00001319,0.145
41184,"ORBCOMM FM112 [+]",30549,"FENGYUN 1C DEB [-]",0.0000006745,0.655
53497,"STARLINK-4453 [+]",39228,"SL-24 R/B [-]",0.000009359,0.681
56153,"OBJECT A [+]",56154,"OBJECT B [+]",0.00004549,0.074
41849,"RAVAN [+]",43789,"IRVINE02 [-]",0.0000007788,0.67
47562,"STARLINK-1961 [+]",40602,"DMSP 5D-2 F13 DEB [-]",0.000007243,0.855
56153,"OBJECT A [+]",56155,"OBJECT C [+]",0.000000883,0.527
46047,"STARLINK-1524 [+]",49264,"CUPID [+]",0.00006866,0.19
56155,"OBJECT C [+]",56156,"OBJECT D [+]",0.0000006447,0.617
53702,"STARLINK-4724 [+]",57021,"OBJECT T [+]",0.00000477,0.715
53621,"STARLINK-4608 [+]",57020,"OBJECT S [+]",0.000004186,0.768
38043,"GLOBALSTAR M092 [+]",32266,"GLOBALSTAR M068 [-]",0.0000007103,0.705
45228,"STARLINK-1222 [+]",89391,"UNKNOWN [-]",0.00001588,0.531
50992,"FLOCK 4X-8 [+]",51037,"FLOCK 4X-10 [+]",0.00000009198,0.652
42946,"YAOGAN-30 B [+]",11267,"SL-14 R/B [-]",0.000002793,0.586
43185,"LEMUR-2-THENICKMOLO [+]",52604,"STARLINK-4013 [+]",0.000006261,0.67
41948,"CARTOSAT-2D [+]",44861,"LEMUR-2-PAPPY [+]",0.000005942,0.24
43251,"IRIDIUM 157 [+]",36827,"PRISMA (TANGO) [?]",0.000004917,0.385
56699,"STARLINK-30127 [+]",20666,"SL-6 R/B(2) [-]",0.000002435,0.535
48683,"STARLINK-2756 [+]",37527,"COSMOS 2251 DEB [-]",0.00002075,0.421
53847,"STARLINK-4777 [+]",56445,"ELECTRON R/B [-]",0.000003929,0.772
40087,"ORBCOMM FM107 [+]",40569,"DMSP 5D-2 F13 DEB [-]",0.000001025,0.624
41849,"RAVAN [+]",47386,"STARLINK-2106 [+]",0.000009747,0.668
51845,"OBJECT X [+]",55068,"FLOCK 4Y-15 [+]",0.0000002599,0.682
41847,"CAS-2T & KS-1Q [P]",53057,"STARLINK-4252 [+]",0.00003236,0.327
56153,"OBJECT A [+]",56156,"OBJECT D [+]",0.0003709,0.026
56007,"STARLINK-5806 [+]",40035,"FLOCK 1C-9 [-]",0.000003379,0.837
43930,"IRIDIUM 170 [+]",56275,"CZ-6A DEB [-]",0.000001412,0.445
39769,"RISING 2 [+]",16327,"SL-14 R/B [-]",0.0002468,0.05
51825,"OBJECT B [+]",57030,"OBJECT AC [+]",0.000002306,0.332
55932,"STARLINK-5848 [+]",42848,"OBJECT Z [-]",0.00002677,0.351
42987,"SKYSAT-C11 [+]",51059,"KEPLER-17 (KARINA) [+]",0.0000002711,0.753
22826,"ITAMSAT (IO-26) [P]",31608,"FENGYUN 1C DEB [-]",0.0000004601,0.525
53653,"STARLINK-4390 [+]",14866,"SL-8 DEB [-]",0.00001638,0.51
47438,"UVSQ-SAT [+]",51043,"FLOCK 4X-6 [+]",0.000001183,0.32
57752,"STARLINK-30368 [+]",26546,"MEGSAT-1 [-]",0.0000002356,0.784
56154,"OBJECT B [+]",56156,"OBJECT D [+]",0.0001785,0.037
41924,"IRIDIUM 108 [+]",36214,"FENGYUN 1C DEB [-]",0.000000604,0.658
55638,"STARLINK-5507 [+]",56309,"LUMELITE-4 [+]",0.0000182,0.381
51805,"STARLINK-3605 [+]",56747,"OBJECT E [+]",0.000003881,0.813
56325,"STARLINK-5981 [+]",22471,"SL-16 DEB [-]",0.000003851,0.827
46396,"GAOFEN-11 02 [+]",48918,"ICEYE-X11 [+]",0.000000439,0.753
56332,"STARLINK-5093 [+]",43067,"H-2A R/B [-]",0.0002384,0.106
45045,"STARLINK-1120 [+]",39319,"PEGASUS DEB [-]",0.00001012,0.555
56195,"GHOST-1 [+]",57519,"HJ-2F [+]",0.000001045,0.61
55636,"STARLINK-5218 [+]",48608,"FALCON 9 DEB [-]",0.000007924,0.665
44933,"STARLINK-1144 [+]",57187,"SVYATOBOR 1 (RS60S) [+]",0.00001636,0.55
48383,"STARLINK-2599 [+]",55437,"STARLINK-5080 [P]",0.00003435,0.515
44422,"COSMOS 2536 [+]",50170,"STARLINK-3245 [+]",0.00002218,0.397
52937,"NEUSAR [+]",53182,"STARLINK-4278 [+]",0.000003824,0.786
49008,"FENGYUN 3E [+]",41716,"NOAA 16 DEB [-]",0.0000005751,0.703
41850,"CELTEE 1 [+]",57371,"STARLINK-6032 [+]",0.000001007,0.561
57704,"STARLINK-30346 [+]",39450,"SL-24 DEB [-]",0.0000004829,0.854
57623,"STARLINK-30100 [+]",43084,"CZ-2C R/B [-]",0.000001289,0.467
53137,"STARLINK-4145 [+]",270052,"UNKNOWN [-]",0.000008721,0.586
53592,"STARLINK-4672 [+]",56753,"TROPICS-03 [+]",0.0001368,0.14
46911,"LEMUR-2-JEREMIAH [+]",56981,"SKYKRAFT-3A [+]",0.000000854,0.576
25757,"DLR-TUBSAT [+]",35091,"FENGYUN 1C DEB [-]",0.000001122,0.378
47283,"ONEWEB-0137 [+]",270074,"UNKNOWN [-]",0.000006035,0.382
44389,"ICEYE-X5 [+]",46759,"STARLINK-1833 [+]",0.00001516,0.461
56482,"STARLINK-6220 [+]",30343,"FENGYUN 1C DEB [-]",0.0000004123,0.876
45759,"STARLINK-1493 [+]",33493,"PRISM (HITOMI) [-]",0.00001769,0.428
44313,"XIAOXIANG 4 [+]",53451,"DONGPO 04 [+]",0.000002125,0.361
58018,"ANSER-FLW2 [+]",38341,"H-2A R/B [-]",0.000009409,0.269
45726,"ANDESITE [+]",55287,"STARLINK-5341 [+]",0.000006785,0.828
45398,"STARLINK-1312 [+]",49400,"HIBARI [+]",0.00002784,0.291
57654,"GAOFEN-12 04 [+]",38340,"HORYU-2 [-]",0.000001049,0.805
38256,"TIANHUI 1-02 [+]",14372,"COSMOS 1500 [?]",0.000002295,0.379
47299,"TIANQI-8 [+]",52197,"GLOBAL-20 [+]",0.0000004343,0.78
53027,"STARLINK-4158 [+]",48697,"STARLINK-2715 [-]",0.00002277,0.519
46499,"KEPLER-4 (ANTILLES) [+]",56941,"OBJECT K [+]",0.00001043,0.248
45747,"STARLINK-1506 [+]",57023,"OBJECT V [+]",0.000005341,0.682
52791,"GEESAT 7 [+]",31920,"FENGYUN 1C DEB [-]",0.000001019,0.688
57898,"STARLINK-30479 [+]",29753,"FENGYUN 1C DEB [-]",0.0000004289,0.822
57168,"OBJECT C [+]",57905,"STARLINK-30451 [+]",0.0000006866,0.738
40042,"POLYITAN-1 [+]",55669,"STARLINK-5459 [+]",0.00006544,0.238
45785,"STARLINK-1512 [+]",48606,"TYVAK-0130 [+]",0.00001179,0.434
52672,"STARLINK-4073 [+]",48697,"STARLINK-2715 [-]",0.00002328,0.535
44859,"IHOPSAT-TD [+]",57088,"STARLINK-6257 [+]",0.0000007527,0.59
42990,"SKYSAT-C8 [+]",14501,"COSMOS 886 DEB [-]",0.0000004661,0.692
54840,"STARLINK-5368 [+]",30960,"FENGYUN 1C DEB [-]",0.000005096,0.768
54251,"JILIN-1 GAOFEN 03D08 [+]",56950,"BLACKJACK ACES-3 [+]",0.000001885,0.361
57487,"NULION [+]",57993,"STARLINK-30536 [+]",0.0000007059,0.613
54801,"STARLINK-5429 [+]",57026,"OBJECT Y [+]",0.0000126,0.62
54084,"STARLINK-5183 [+]",57585,"OBJECT F [+]",0.000009866,0.734
47385,"STARLINK-2105 [+]",40027,"FLOCK 1C-1 [-]",0.000006769,0.539
47901,"STARLINK-2361 [+]",32787,"COMPASS-1 [-]",0.00001039,0.708
52937,"NEUSAR [+]",53538,"STARLINK-4118 [+]",0.00002709,0.301
51845,"OBJECT X [+]",55039,"FLOCK 4Y-1 [+]",0.00001487,0.09
44312,"JILIN-1 GAOFEN 3A [+]",51974,"STARLINK-3672 [+]",0.000004333,0.849
43880,"UWE-4 [+]",53047,"STARLINK-4352 [+]",0.00000762,0.609
42969,"SENTINEL-5P [+]",13569,"DELTA 1 DEB [-]",0.00000119,0.619
51958,"STARLINK-3692 [+]",57023,"OBJECT V [+]",0.000007866,0.819
57236,"STARLINK-6315 [+]",35891,"COSMOS 2251 DEB [-]",0.00000196,0.394
45187,"STARLINK-1225 [+]",44316,"WT 1B [?]",0.00004696,0.256
55431,"STARLINK-5643 [+]",34912,"COSMOS 2251 DEB [-]",0.000006826,0.64
56325,"STARLINK-5981 [+]",4227,"THORAD AGENA D DEB [-]",0.00004285,0.303
51833,"OBJECT K [+]",41892,"PEGASUS R/B [-]",0.000001188,0.629
57300,"STARLINK-30236 [+]",36800,"PSLV R/B [-]",0.00000105,0.514
43184,"LEMUR-2-KADI [+]",53730,"STARLINK-4641 [+]",0.00005709,0.238
53731,"STARLINK-4636 [+]",56748,"OBJECT F [+]",0.000003766,0.798
51883,"STARLINK-3576 [+]",21836,"DMSP 5D-2 F11 DEB [-]",0.00002266,0.331
41473,"YAOGAN-30 [+]",41336,"BREEZE-KM R/B [-]",0.000000605,0.647
46507,"NETSAT-2 [+]",52112,"STARLINK-3734 [+]",0.000009263,0.517
54674,"ONEWEB-0611 [+]",27649,"ARIANE 2 DEB [-]",0.00002468,0.207
55334,"STARLINK-5652 [+]",5808,"THOR ABLESTAR DEB [-]",0.000003864,0.823
45084,"STARLINK-1173 [+]",40029,"FLOCK 1C-2 [-]",0.00001305,0.577
47967,"M2-A [+]",57854,"STARLINK-30412 [+]",0.000002708,0.349
56892,"STARLINK-6219 [+]",33323,"CZ-2C DEB [-]",0.0000008687,0.632
53485,"STARLINK-4430 [+]",43763,"UPPER FREE FLYER [-]",0.000005052,0.704
41394,"COSMOS 2515 [+]",57497,"STARLINK-30226 [+]",0.0000005269,0.734
39197,"IRIS [+]",27859,"PEGASUS R/B [-]",0.0000009289,0.547
57756,"WILDFIRE 4 [+]",28618,"NIMBUS 2 DEB [-]",0.000001244,0.765
43880,"UWE-4 [+]",46372,"STARLINK-1689 [+]",0.000005168,0.681
43437,"SENTINEL-3B [+]",41496,"NOAA 16 DEB [-]",0.000001351,0.429
51114,"STARLINK-3375 [+]",51455,"MINOTAUR 4 DEB [-]",0.000005197,0.681
40336,"CBERS 4 [+]",38786,"FENGYUN 1C DEB [-]",0.0000006499,0.834
43249,"IRIDIUM 144 [+]",25480,"ORBCOMM FM26 [-]",0.000004123,0.587
44313,"XIAOXIANG 4 [+]",53912,"STARLINK-5059 [+]",0.000005357,0.698
46914,"KSM1-B [+]",53897,"STARLINK-5035 [+]",0.00000391,0.828
57794,"TIANQI-23 [+]",12169,"DELTA 1 DEB [-]",0.0000005845,0.868
48785,"ONEWEB-0240 [+]",3577,"SL-8 R/B [-]",0.00001099,0.565
56153,"OBJECT A [+]",56156,"OBJECT D [+]",0.0003709,0.026
44859,"IHOPSAT-TD [+]",55358,"STARLINK-5622 [+]",0.000004507,0.732
51888,"STARLINK-3536 [+]",43801,"OBJECT AV [-]",0.000007588,0.807
49049,"TIANHUI 1-04 [+]",56855,"OBJECT K [+]",0.000001341,0.428
52756,"HAWK-5B [+]",55093,"HUYGENS [+]",0.0000004083,0.82
43573,"IRIDIUM 155 [+]",5395,"1971-067 AKM [-]",0.000001606,0.539
48964,"SPARTAN [+]",57889,"YAOGAN-39 02B [+]",0.0000005474,0.725
48439,"STARLINK-2583 [+]",36626,"COSMOS 2251 DEB [-]",0.000005679,0.641
53444,"DONGPO 07 [+]",56961,"ICEYE-X26 [+]",0.0000005379,0.68
43852,"STF-1 [+]",58075,"STARLINK-30604 [+]",0.000000487,0.741
39455,"SHIYAN 5 (SY-5) [+]",35297,"IRIDIUM 33 DEB [-]",0.000001167,0.789
57354,"STARLINK-6293 [+]",26321,"CZ-4B DEB [-]",0.000001015,0.725
45360,"STARLINK-1279 [+]",57179,"OBJECT P [+]",0.0000178,0.365
46053,"STARLINK-1543 [+]",46495,"SALSAT [+]",0.00000421,0.816
56154,"OBJECT B [+]",56155,"OBJECT C [+]",0.0000006389,0.62
47597,"STARLINK-2002 [+]",42830,"OBJECT F [-]",0.000017,0.452
54071,"STARLINK-5168 [+]",5189,"COSMOS 374 DEB [-]",0.0000111,0.448
56132,"STARLINK-6071 [+]",29509,"CZ-4B DEB [-]",0.0001853,0.129
49752,"STARLINK-3209 [+]",40040,"FLOCK 1C-8 [-]",0.000004914,0.659
56153,"OBJECT A [+]",56155,"OBJECT C [+]",0.0000006593,0.61
55426,"STARLINK-5638 [+]",42832,"OBJECT H [-]",0.000005071,0.733
46077,"STARLINK-1559 [+]",38300,"CZ-2D DEB [-]",0.000004454,0.872
49750,"STARLINK-3236 [+]",9704,"SL-8 DEB [-]",0.00001747,0.359
56155,"OBJECT C [+]",56156,"OBJECT D [+]",0.0000005416,0.673
47896,"STARLINK-2356 [+]",48610,"FALCON 9 DEB [-]",0.000004226,0.807
56153,"OBJECT A [+]",56154,"OBJECT B [+]",0.00004549,0.074
37188,"GLOBALSTAR M079 [+]",21780,"COSMOS 2166 [?]",0.00001073,0.156
56813,"STARLINK-6056 [+]",24682,"PEGASUS DEB [-]",0.0000005307,0.733
43774,"HIBER-2 [+]",54862,"STARLINK-5403 [+]",0.000009727,0.52
46755,"STARLINK-1924 [+]",31504,"FENGYUN 1C DEB [-]",0.000004661,0.718
43234,"O3B FM13 [+]",44113,"O3B FM19 [+]",0.0000004453,0.811
53260,"STARLINK-4136 [+]",34744,"COSMOS 2251 DEB [-]",0.00000362,0.852
47607,"STARLINK-2025 [P]",47824,"STARLINK-2409 [+]",0.00001765,0.67
57528,"STARLINK-30269 [+]",40036,"FLOCK 1C-6 [-]",0.0000002049,0.814
53466,"STARLINK-4398 [+]",1613,"OV1-2 [?]",0.000009588,0.542
57141,"STARLINK-5357 [+]",31920,"FENGYUN 1C DEB [-]",0.00000053,0.718
51890,"STARLINK-3519 [+]",18650,"SL-8 DEB [-]",0.000006663,0.657
47596,"STARLINK-2001 [+]",29256,"SL-24 DEB [-]",0.000003834,0.804
53553,"STARLINK-4501 [+]",29256,"SL-24 DEB [-]",0.000006764,0.631
50174,"STARLINK-3292 [+]",57037,"OBJECT AK [+]",0.000008537,0.549
57201,"SITRO-AIS 9 (SHCHUKIN) [+]",57717,"STARLINK-30325 [+]",0.0000004166,0.852
49396,"TEIKYOSAT-4 (OORURI) [+]",57390,"LEMUR-2-MANO [+]",0.0000005411,0.812
49001,"ONEWEB-0283 [+]",45286,"SL-14 DEB [-]",0.000002966,0.537
52477,"STARLINK-3860 [+]",56743,"NEXTSAT-2 [+]",0.00001129,0.604
41847,"CAS-2T & KS-1Q [P]",46267,"TYVAK-0172 [+]",0.0000006597,0.826
57955,"STARLINK-30702 [+]",12388,"COSMOS 1263 [?]",0.000005807,0.232
48606,"TYVAK-0130 [+]",53193,"STARLINK-4351 [+]",0.000005878,0.644
56032,"STARLINK-5786 [+]",41768,"SL-12 DEB [-]",0.000004729,0.718
56185,"BRO-9 [+]",47943,"OBJECT M [-]",0.000009838,0.158
56013,"STARLINK-5941 [+]",57327,"OBJECT BB [-]",0.000004925,0.705
46384,"STARLINK-1771 [+]",46495,"SALSAT [+]",0.000005278,0.677
52100,"STARLINK-3702 [+]",30216,"FENGYUN 1C DEB [-]",0.00001011,0.593
56980,"SPACEBEE-171 [+]",57481,"DS-SAR [+]",0.0000006894,0.723
42969,"SENTINEL-5P [+]",32337,"FENGYUN 1C DEB [-]",0.0000008919,0.536
48911,"YAM-2 [+]",51057,"KEPLER-16 (ASTRAEUS) [+]",0.0000003881,0.869
46612,"FLOCK 4V-20 [+]",53323,"COSMOS 2558 [+]",0.0000002125,0.761
53856,"STARLINK-4795 [+]",228,"DELTA 1 DEB [-]",0.000007763,0.533
41914,"JILIN-1 03 [+]",56985,"SPACEBEE-175 [+]",0.000000813,0.642
56154,"OBJECT B [+]",56156,"OBJECT D [+]",0.0001785,0.037
57075,"STARLINK-5542 [+]",4649,"THORAD AGENA D DEB [-]",0.00004101,0.083
45395,"STARLINK-1297 [+]",9816,"COSMOS 886 DEB [-]",0.000006456,0.762
46499,"KEPLER-4 (ANTILLES) [+]",58009,"STARLINK-30486 [+]",0.000002896,0.371
57360,"STARLINK-6348 [+]",57802,"H-2A DEB [-]",0.0000009618,0.553
49146,"STARLINK-3116 [+]",36289,"CZ-4B DEB [-]",0.000006269,0.63
32783,"CARTOSAT-2A [+]",43486,"CZ-2D R/B [-]",0.000000485,0.713
43805,"AL-FARABI 2 [+]",32787,"COMPASS-1 [-]",0.000000428,0.863
41855,"PROMETHEUS 2-3 [+]",54001,"STARLINK-5105 [+]",0.00000419,0.767
57184,"MONITOR-2 (RS39S) [+]",57909,"STARLINK-30463 [+]",0.000002016,0.431
25159,"ORBCOMM FM04 [+]",31926,"FENGYUN 1C DEB [-]",0.000001507,0.695
47370,"STARLINK-2086 [+]",57200,"OBJECT AL [+]",0.000005668,0.82
55678,"STARLINK-5314 [+]",24227,"PEGASUS DEB [-]",0.00001024,0.662
57911,"STARLINK-30478 [+]",40026,"FLOCK 1C-7 [-]",0.000000212,0.803
45087,"STARLINK-1185 [+]",14699,"COSMOS 1536 [?]",0.000042,0.283
57811,"STARLINK-30379 [+]",89389,"UNKNOWN [-]",0.0000008659,0.552
55746,"STARLINK-5579 [+]",54396,"CZ-6A DEB [-]",0.000004666,0.848
43769,"FLOCK 3S-1 [+]",44765,"STARLINK-1060 [+]",0.000005361,0.628
42811,"IRIDIUM 128 [+]",31825,"FENGYUN 1C DEB [-]",0.0000007931,0.664
43946,"JILIN-1 10 [+]",48141,"STARLINK-2484 [+]",0.00000606,0.626
56222,"DISCO-1 [+]",43836,"OBJECT F [-]",0.00009764,0.084
57762,"CHECKMATE 10 [+]",30173,"FENGYUN 1C DEB [-]",0.00000969,0.275
43437,"SENTINEL-3B [+]",56590,"CZ-6A DEB [-]",0.0000007302,0.615
57514,"STARLINK-30231 [+]",44888,"CZ-4B R/B [-]",0.00002435,0.135
32958,"FENGYUN 3A [+]",56616,"CZ-6A DEB [-]",0.000000638,0.652
48399,"STARLINK-2587 [+]",42260,"DMSP 5D-2 F13 DEB [-]",0.000003545,0.873
52861,"STARLINK-4112 [+]",57013,"OBJECT K [+]",0.0000342,0.395
39767,"UNIFORM 1 [+]",1829,"TITAN 3C TRANSTAGE DEB [-]",0.000001471,0.454
53243,"STARLINK-4047 [+]",18650,"SL-8 DEB [-]",0.000004029,0.78
56938,"FOSSASA-2E15 [+]",58008,"STARLINK-30522 [+]",0.000002219,0.361
43023,"JILIN-1 05 [+]",55081,"OBJECT CA [-]",0.0000007996,0.563
53787,"STARLINK-4743 [+]",56745,"SNIPE 2 [+]",0.000008892,0.515
45251,"XJS E [+]",58092,"STARLINK-30615 [+]",0.000001253,0.45
41604,"BIROS [+]",47698,"FLOCK 4S-41 [+]",0.0000002308,0.732
45206,"STARLINK-1209 [+]",39099,"DELTA 1 DEB [-]",0.0002242,0.109
39731,"KAZEOSAT 1 [+]",40998,"IRIDIUM 33 DEB [-]",0.000001416,0.418
54669,"ONEWEB-0605 [+]",3577,"SL-8 R/B [-]",0.000007425,0.648
56221,"IRIS-C [+]",34308,"COSMOS 2251 DEB [-]",0.000001976,0.414
48885,"LEMUR-2-JACKSON [+]",50619,"COSMOS 1408 DEB [-]",0.0000004554,0.74
28470,"JB-3 3 (ZY 2C) [+]",55594,"STARLINK-5750 [+]",0.00001515,0.557
52125,"STARLINK-3727 [+]",30095,"FENGYUN 1C DEB [-]",0.00003234,0.405
53527,"STARLINK-4511 [+]",57012,"OBJECT J [+]",0.000005726,0.818
49418,"STARLINK-3111 [+]",57007,"OBJECT D [+]",0.000007563,0.568
47276,"ONEWEB-0130 [+]",19244,"COSMOS 886 DEB [-]",0.000002692,0.822
49446,"STARLINK-3099 [+]",57177,"ZORKIY 2M [+]",0.000003733,0.852
56162,"CHECKMATE 8 [+]",30117,"FENGYUN 1C DEB [-]",0.000006014,0.212
41173,"DAMPE [+]",48900,"TUBIN [+]",0.000002151,0.502
56227,"SKYKRAFT-3B [+]",49267,"YUNHAI 1-02 DEB [-]",0.000001355,0.463
55253,"OBJECT F [+]",23277,"DMSP 5D-2 F12 DEB [-]",0.000001818,0.372
52557,"STARLINK-3943 [+]",48697,"STARLINK-2715 [-]",0.00003342,0.435
56359,"STARLINK-5551 [+]",35655,"COSMOS 2251 DEB [-]",0.00001785,0.472
45197,"STARLINK-1269 [+]",40695,"FENGYUN 1C DEB [-]",0.000003679,0.856
49396,"TEIKYOSAT-4 (OORURI) [+]",57124,"STARLINK-6146 [+]",0.0000007971,0.767
44499,"GLOBAL-4 [+]",49049,"TIANHUI 1-04 [+]",0.0000032,0.329
54178,"STARLINK-5164 [+]",1883,"TITAN 3C TRANSTAGE DEB [-]",0.000007862,0.603
55592,"STARLINK-5759 [+]",39450,"SL-24 DEB [-]",0.00002422,0.32
47661,"STARLINK-2051 [+]",56192,"ION SCV-010 [+]",0.00001379,0.445
44859,"IHOPSAT-TD [+]",57088,"STARLINK-6257 [+]",0.0003955,0.026
49288,"ONEWEB-0362 [+]",39837,"SL-8 DEB [-]",0.000002681,0.582
49112,"RSW-01 [+]",4706,"THORAD AGENA D DEB [-]",0.0000009291,0.576
41731,"QSS (MOZI) [+]",56211,"INSPIRE-SAT 7 [+]",0.000000653,0.615
46494,"NORBI [+]",52989,"STARLINK-4293 [+]",0.000009189,0.536
43803,"JY1SAT (JO-97) [+]",56333,"STARLINK-5553 [+]",0.000007412,0.58
57969,"STARLINK-30484 [+]",35857,"IRIDIUM 33 DEB [-]",0.00002905,0.096
56216,"ELO-3 [+]",56219,"LLITED B [+]",0.0000005675,0.66
43881,"D-STAR ONE (SPARROW) [+]",57134,"STARLINK-6133 [+]",0.000001138,0.49
53479,"STARLINK-4436 [+]",43427,"NUSAT 1 DEB [-]",0.00001141,0.735
52935,"DS-EO [+]",57742,"STARLINK-30308 [+]",0.0000009906,0.514
49442,"STARLINK-3098 [+]",57201,"SITRO-AIS 9 (SHCHUKIN) [+]",0.00001317,0.453
39428,"DELFI-N3XT [P]",55668,"STARLINK-5455 [+]",0.000004713,0.783
52644,"STARLINK-3985 [+]",56750,"KSLV-II R/B [-]",0.000007484,0.565
46497,"ICEYE-X6 [+]",53660,"STARLINK-4473 [+]",0.000005047,0.716
54776,"STARLINK-5470 [+]",57043,"OBJECT AR [+]",0.00001351,0.6
51748,"STARLINK-3501 [+]",37851,"DICE-F [-]",0.00001822,0.556
27844,"CUTE-1 (CO-55) [+]",5349,"THORAD AGENA D DEB [-]",0.000001387,0.555
57376,"STARLINK-6367 [+]",5808,"THOR ABLESTAR DEB [-]",0.0000008603,0.651
42946,"YAOGAN-30 B [+]",30520,"FENGYUN 1C DEB [-]",0.000002563,0.332
48360,"STARLINK-2622 [+]",32787,"COMPASS-1 [-]",0.000005605,0.695
39019,"PLEIADES 1B [+]",38503,"FENGYUN 1C DEB [-]",0.0000006887,0.654
41771,"SKYSAT-C4 [+]",12585,"METEOR PRIRODA [?]",0.0000002636,0.738
52554,"STARLINK-3770 [+]",44862,"PSLV R/B [-]",0.00001662,0.419
49026,"YAOGAN-30 AD [+]",39311,"PEGASUS DEB [-]",0.000001033,0.624
47677,"STARLINK-2090 [+]",40035,"FLOCK 1C-9 [-]",0.000003929,0.7
52457,"STARLINK-3899 [+]",57023,"OBJECT V [+]",0.000006932,0.759
43820,"SEAHAWK-1 [+]",56288,"STARLINK-30106 [+]",0.00001879,0.868
52693,"STARLINK-3946 [+]",57039,"OBJECT AM [+]",0.000007549,0.584
51866,"STARLINK-3553 [+]",24007,"PEGASUS DEB [-]",0.000003498,0.846
55373,"STARLINK-5581 [+]",54387,"CZ-6A DEB [-]",0.000004096,0.86
50850,"STARLINK-3312 [+]",35451,"COSMOS 2251 DEB [-]",0.000006826,0.683
57126,"STARLINK-6167 [+]",35095,"FENGYUN 1C DEB [-]",0.0000007714,0.785
53859,"STARLINK-4790 [+]",55691,"CZ-2C R/B [-]",0.000005886,0.798
41394,"COSMOS 2515 [+]",55583,"STARLINK-5742 [+]",0.000004765,0.723
48128,"STARLINK-2469 [+]",57192,"SITRO-AIS 6 (CHIRKIN) [+]",0.000004799,0.721
51840,"JILIN-1 GAOFEN 03D10 [+]",57670,"STARLINK-30322 [+]",0.000001711,0.582
52935,"DS-EO [+]",57603,"STARLINK-30223 [+]",0.0000005187,0.701
53624,"STARLINK-4596 [+]",52794,"CZ-2C R/B [-]",0.00001505,0.455
46914,"KSM1-B [+]",53291,"STARLINK-4166 [+]",0.000004963,0.675
43885,"LEMUR-2-GUSTAVO [+]",45753,"STARLINK-1476 [+]",0.00001215,0.612
45770,"STARLINK-1462 [+]",57173,"OBJECT H [+]",0.000003993,0.805
46273,"ESAIL [+]",56865,"OBJECT V [+]",0.0000005815,0.65
49307,"ONEWEB-0381 [+]",55717,"COSMOS 2499 DEB [-]",0.00000128,0.855
41907,"SUPERVIEW-1 01 [+]",50999,"TEVEL-6 [+]",0.0000004873,0.715
32790,"CANX-2 [+]",32786,"IMS-1 [-]",0.000001908,0.359
43804,"SUOMI-100 [+]",44859,"IHOPSAT-TD [+]",0.0000004591,0.8
35931,"OCEANSAT-2 [+]",29938,"FENGYUN 1C DEB [-]",0.0000006148,0.677
35685,"NANOSAT 1B [+]",49141,"STARLINK-3093 [+]",0.0001214,0.173
44072,"PRISMA [+]",4276,"THORAD AGENA D DEB [-]",0.0000008307,0.771
57065,"STARLINK-5830 [+]",48607,"FALCON 9 DEB [-]",0.0000006895,0.598
50195,"STARLINK-3266 [+]",57185,"OBJECT V [+]",0.000006688,0.689
46909,"LEMUR-2-JINDRA [+]",51085,"VZLUSAT-2 [+]",0.0000007348,0.62
43185,"LEMUR-2-THENICKMOLO [+]",54172,"STARLINK-5117 [+]",0.00002275,0.323
40554,"GONETS-M 13 [+]",4383,"COSMOS 336 [?]",0.0000004334,0.762
46284,"DIDO 3 [+]",53318,"YAOGAN-35 03B [+]",0.0000004536,0.802
